都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,39938,718749,5531,36,33581,1241
青森,2440,47283,123,4,2287,30
岩手,1534,78252,93,0,1395,46
宮城,8995,149356,163,8,8742,84
秋田,761,14012,19,1,724,18
山形,2000,61630,70,4,1884,46
福島,4677,254816,148,6,4374,155
茨城,9987,32877,282,9,9548,157
栃木,6571,269971,244,10,6247,80
群馬,7951,180909,192,12,7613,146
埼玉,44695,908060,1232,39,42656,807
千葉,38005,634413,924,21,36389,692
東京,164724,2355781,3739,57,158857,2128
神奈川,63369,963783,1757,55,60694,918
新潟,3315,152201,161,3,3109,45
富山,1943,67184,110,8,1796,37
石川,3855,103828,186,5,3556,110
福井,1058,60923,21,0,1003,34
山梨,1727,44960,186,1,1521,20
長野,4901,188081,153,3,4731,87
岐阜,9179,251069,483,21,8521,175
静岡,8722,368461,434,6,8145,143
愛知,49029,752745,3343,92,44828,858
三重,5082,129213,243,9,4868,107
滋賀,5357,138026,350,11,4924,83
京都,16220,263858,435,19,15496,225
大阪,101276,1915472,6436,271,91475,2484
兵庫,40293,474921,921,66,38135,1241
奈良,8037,157332,190,11,7728,119
和歌山,2641,40916,31,8,2508,47
鳥取,466,75308,11,0,446,2
島根,548,27832,27,2,521,0
岡山,7509,148791,578,18,6712,115
広島,11074,513008,482,20,10201,145
山口,3034,108624,222,3,2743,69
徳島,1636,60637,19,0,1554,63
香川,2048,80250,78,5,1949,26
愛媛,2734,89579,35,4,2624,75
高知,1626,10446,155,14,1450,21
福岡,34791,777067,2111,54,32132,487
佐賀,2534,52119,61,1,2482,23
長崎,3017,115994,158,1,2791,68
熊本,6367,79845,257,15,6002,108
大分,3449,154300,129,3,3262,58
宮崎,3049,43551,34,3,2979,26
鹿児島,3535,106145,230,2,3288,32
沖縄,18936,229394,2481,74,16305,156
(その他),149,-,0,-,149,-
合計,764784,14451972,35268,1015,714925,13837
