都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41032,757281,2260,27,37516,1346
青森,2453,49015,25,0,2397,31
岩手,1633,81973,74,1,1513,46
宮城,9068,153628,74,6,8906,86
秋田,776,14431,18,1,738,20
山形,2020,64210,35,3,1938,47
福島,4785,270217,115,5,4509,161
茨城,10276,33068,214,7,9901,161
栃木,6806,279800,172,12,6553,81
群馬,8004,187878,69,8,7784,151
埼玉,45584,941020,832,23,43926,826
千葉,39258,660407,995,16,37562,701
東京,169321,2442971,3269,47,163854,2198
神奈川,65599,1005395,1519,38,63144,936
新潟,3384,163093,72,6,3265,47
富山,2017,70813,70,2,1910,37
石川,3914,117918,68,2,3729,114
福井,1138,62888,80,0,1024,34
山梨,1981,50098,221,1,1740,20
長野,4978,196555,70,2,4892,91
岐阜,9371,261803,192,10,8996,183
静岡,9046,388700,310,3,8589,147
愛知,50444,800274,1677,49,47834,933
三重,5191,137890,94,5,5124,110
滋賀,5496,145732,165,4,5242,89
京都,16466,275550,252,15,15978,235
大阪,102482,2049400,1791,217,97256,2605
兵庫,40718,493442,396,31,39050,1272
奈良,8164,163391,138,9,7900,126
和歌山,2660,41378,8,4,2546,48
鳥取,466,80826,3,0,454,2
島根,551,29236,7,1,543,1
岡山,7580,158467,139,4,7302,124
広島,11394,534171,266,19,10919,167
山口,3111,116931,103,1,2935,73
徳島,1652,63111,18,0,1571,63
香川,2083,83415,37,2,2021,30
愛媛,2749,93801,19,4,2655,75
高知,1733,10929,88,6,1622,23
福岡,35238,807257,884,32,33825,512
佐賀,2546,54883,17,0,2543,24
長崎,3115,120797,89,0,2957,69
熊本,6440,81106,84,9,6243,113
大分,3486,162372,52,1,3373,61
宮崎,3067,43896,24,0,3003,27
鹿児島,3637,109435,117,3,3518,36
沖縄,20158,243438,1500,61,18497,167
(その他),149,-,0,-,149,-
合計,783220,15154290,18722,697,749446,14449
