都道府県名,陽性者数 検査人数,,%
北海道,24350,531696,4.6%
青森,1598,33410,4.8%
岩手,948,56287,1.7%
宮城,8063,120568,6.7%
秋田,480,10180,4.7%
山形,1523,47753,3.2%
福島,3408,187866,1.8%
茨城,8208,29913,27.4%
栃木,5380,215419,2.5%
群馬,6014,137279,4.4%
埼玉,38037,759472,5.0%
千葉,33304,548418,6.1%
東京,140126,2024859,6.9%
神奈川,53810,805963,6.7%
新潟,2307,108757,2.1%
富山,1333,51908,2.6%
石川,2520,71026,3.5%
福井,884,47324,1.9%
山梨,1193,35312,3.4%
長野,3875,147408,2.6%
岐阜,5975,189698,3.1%
静岡,6496,293084,2.2%
愛知,33437,557541,6.0%
三重,3814,98154,3.9%
滋賀,3784,106489,3.6%
京都,12387,213779,5.8%
大阪,82447,1437126,5.7%
兵庫,31504,381462,8.3%
奈良,6267,125853,5.0%
和歌山,2182,34240,6.4%
鳥取,373,61790,0.6%
島根,353,19437,1.8%
岡山,4022,95544,4.2%
広島,5889,261403,2.3%
山口,1860,82172,2.3%
徳島,1319,43883,3.0%
香川,1282,62225,2.1%
愛媛,2355,61895,3.8%
高知,1052,7993,13.2%
福岡,23426,606770,3.9%
佐賀,1604,38623,4.2%
長崎,2108,92223,2.3%
熊本,4150,64737,6.4%
大分,1907,112332,1.7%
宮崎,2246,30480,7.4%
鹿児島,2183,81722,2.7%
沖縄,12568,191970,6.5%
長崎船,149,0,-
合計,594500,11323443,5.3%
