都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,24350,531696,1742,23,21726,861
青森,1598,33410,276,3,1300,22
岩手,948,56287,153,2,764,31
宮城,8063,120568,398,11,7589,66
秋田,480,10180,96,0,375,9
山形,1523,47753,183,3,1308,32
福島,3408,187866,372,12,2912,124
茨城,8208,29913,542,17,7532,134
栃木,5380,215419,240,2,5069,71
群馬,6014,137279,509,4,5482,104
埼玉,38037,759472,2310,40,34982,745
千葉,33304,548418,1283,18,31397,624
東京,140126,2024859,6836,63,131393,1897
神奈川,53810,805963,1961,43,51031,818
新潟,2307,108757,330,1,1952,25
富山,1333,51908,147,7,1157,29
石川,2520,71026,327,14,2118,73
福井,884,47324,113,2,738,33
山梨,1193,35312,98,1,1076,19
長野,3875,147408,299,5,3566,68
岐阜,5975,189698,499,4,5344,132
静岡,6496,293084,320,2,6055,121
愛知,33437,557541,3100,33,29708,629
三重,3814,98154,614,11,3224,82
滋賀,3784,106489,535,9,3188,61
京都,12387,213779,1411,23,10829,186
大阪,82447,1437126,19705,415,60483,1497
兵庫,31504,381462,4794,94,26033,677
奈良,6267,125853,1005,25,5185,77
和歌山,2182,34240,299,52,1822,28
鳥取,373,61790,58,0,307,2
島根,353,19437,36,1,317,0
岡山,4022,95544,576,15,3157,40
広島,5889,261403,357,7,5381,109
山口,1860,82172,271,6,1545,44
徳島,1319,43883,334,6,942,43
香川,1282,62225,182,2,1084,22
愛媛,2355,61895,358,12,1956,41
高知,1052,7993,79,2,953,20
福岡,23426,606770,2987,28,20087,352
佐賀,1604,38623,220,2,1387,13
長崎,2108,92223,348,6,1729,41
熊本,4150,64737,467,12,3605,78
大分,1907,112332,489,2,1392,26
宮崎,2246,30480,173,0,2043,22
鹿児島,2183,81722,137,1,1986,28
沖縄,12568,191970,1153,9,11284,137
(その他),149,-,0,-,149,-
合計,594500,11323443,58722,1050,524642,10293
