都道府県名,陽性者数 検査人数,,%
北海道,1054,12285,8.6%
青森,27,824,3.3%
岩手,0,604,0.0%
宮城,88,2843,3.1%
秋田,16,927,1.7%
山形,69,2622,2.6%
福島,81,3883,2.1%
茨城,168,4534,3.7%
栃木,65,3465,1.9%
群馬,149,3462,4.3%
埼玉,999,18686,5.3%
千葉,904,13978,6.5%
東京,5160,14850,34.7%
神奈川,1333,8984,14.8%
新潟,83,4030,2.1%
富山,227,3101,7.3%
石川,295,2624,11.2%
福井,122,2476,4.9%
山梨,60,3720,1.6%
⾧野,76,2605,2.9%
岐阜,150,3387,4.4%
静岡,75,3423,2.2%
愛知,507,9726,5.2%
三重,45,2460,1.8%
滋賀,100,1721,5.8%
京都,358,7640,4.7%
大阪,1781,29006,6.1%
兵庫,699,10720,6.5%
奈良,91,2754,3.3%
和歌山,63,3630,1.7%
鳥取,3,1303,0.2%
島根,24,1084,2.2%
岡山,25,1646,1.5%
広島,167,6779,2.5%
山口,37,1657,2.2%
徳島,5,708,0.7%
香川,28,2099,1.3%
愛媛,81,1915,4.2%
高知,74,1749,4.2%
福岡,666,11849,5.6%
佐賀,47,1377,3.4%
⾧崎,17,2675,0.6%
熊本,48,3851,1.2%
大分,60,3847,1.6%
宮崎,17,1351,1.3%
鹿児島,10,1713,0.6%
沖縄,142,2826,5.0%
⾧崎船,149  -,,-
合計,16445,233399,7.0%
