都道府県名,陽性者数 検査人数,,%
北海道,21433,463328,4.6%
青森,1119,26605,4.2%
岩手,713,47379,1.5%
宮城,6716,98132,6.8%
秋田,311,7952,3.9%
山形,1106,38147,2.9%
福島,2699,158163,1.7%
茨城,6954,27153,25.6%
栃木,4825,178375,2.7%
群馬,5156,117956,4.4%
埼玉,33766,669909,5.0%
千葉,30279,489361,6.2%
東京,123905,1813266,6.8%
神奈川,48893,718132,6.8%
新潟,1620,88121,1.8%
富山,994,43059,2.3%
石川,1987,61980,3.2%
福井,628,37904,1.7%
山梨,996,32134,3.1%
長野,3030,123848,2.4%
岐阜,5056,164797,3.1%
静岡,5871,257268,2.3%
愛知,27980,481186,5.8%
三重,2896,79034,3.7%
滋賀,2893,90248,3.2%
京都,9844,182629,5.4%
大阪,56626,1109497,5.1%
兵庫,21208,310281,6.8%
奈良,4183,100693,4.2%
和歌山,1422,27787,5.1%
鳥取,281,51026,0.6%
島根,289,18022,1.6%
岡山,2804,81422,3.4%
広島,5221,182720,2.9%
山口,1443,68811,2.1%
徳島,624,33830,1.8%
香川,947,53708,1.8%
愛媛,1595,42675,3.7%
高知,937,7503,12.5%
福岡,19211,522388,3.7%
佐賀,1240,33147,3.7%
長崎,1646,79565,2.1%
熊本,3530,58455,6.0%
大分,1328,95534,1.4%
宮崎,1966,24930,7.9%
鹿児島,1886,75119,2.5%
沖縄,10194,169174,6.0%
長崎船,149,0,-
合計,490400,9642353,5.1%
