都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18987,374875,691,6,17671,671
青森,814,17200,31,0,763,20
岩手,553,24595,26,0,497,30
宮城,3581,66964,87,3,3469,25
秋田,269,7032,4,0,259,6
山形,542,17326,16,0,511,15
福島,1898,108764,92,7,1736,70
茨城,5682,24855,353,8,5223,106
栃木,4073,123442,149,6,3858,66
群馬,4422,91052,149,5,4189,84
埼玉,29031,541493,1505,38,26988,538
千葉,25999,401269,1719,21,23843,437
東京,110740,1513188,3460,71,105955,1325
神奈川,44490,583712,1087,29,42735,668
新潟,1055,43116,81,1,959,15
富山,905,35869,23,2,855,27
石川,1830,49879,169,7,1631,62
福井,544,31630,14,0,505,25
山梨,939,24827,12,1,912,16
長野,2359,97192,12,0,2338,41
岐阜,4708,131564,164,8,4436,108
静岡,5082,185615,228,1,4761,93
愛知,25696,386708,734,32,24448,514
三重,2501,60178,144,8,2383,52
滋賀,2432,72067,136,5,2252,44
京都,9039,154109,380,1,8522,154
大阪,46923,771543,1157,95,44243,1106
兵庫,17862,243868,525,48,16821,516
奈良,3350,81198,100,4,3205,45
和歌山,1161,24373,13,3,1106,18
鳥取,208,40189,1,0,202,2
島根,284,15115,6,0,278,0
岡山,2474,63400,89,3,2340,29
広島,5013,151415,48,5,4849,102
山口,1374,58758,62,1,1275,37
徳島,449,25972,33,2,400,16
香川,750,43913,32,1,700,18
愛媛,1058,31297,39,1,996,23
高知,884,7091,1,1,866,17
福岡,17916,436043,814,23,16821,281
佐賀,1044,27597,50,0,1006,8
長崎,1609,66646,37,1,1536,36
熊本,3438,56645,48,6,3320,72
大分,1289,78366,40,0,1228,21
宮崎,1951,24708,27,0,1896,21
鹿児島,1758,67053,55,2,1703,26
沖縄,8136,144079,274,1,7753,114
(その他),149,-,0,-,149,-
合計,427251,7627790,14917,457,404392,7720
