都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,12715,224416,1632,25,10713,423
青森,414,8969,32,2,376,6
岩手,353,13489,70,3,261,22
宮城,1930,23979,385,5,1532,13
秋田,113,4020,19,0,93,1
山形,355,9902,103,6,249,3
福島,844,53517,219,5,610,15
茨城,2253,18432,231,9,1987,35
栃木,1165,68950,281,12,884,6
群馬,2097,50358,353,9,1709,35
埼玉,12764,302203,2581,46,9991,192
千葉,9912,217693,1692,19,8108,112
東京,54902,953469,6554,81,47751,597
神奈川,18693,334987,2423,61,16018,252
新潟,486,26876,81,0,405,3
富山,532,21295,52,1,454,26
石川,1010,28493,105,4,864,50
福井,343,18435,15,2,317,11
山梨,509,14417,45,3,453,11
⾧野,1088,45163,104,2,979,13
岐阜,1933,61190,380,7,1525,28
静岡,2513,88334,457,5,2019,37
愛知,14918,191017,2224,39,12509,185
三重,1198,29023,132,3,1051,15
滋賀,1013,35521,130,1,872,11
京都,4105,87310,813,17,3282,45
大阪,28395,436421,3531,162,24339,525
兵庫,8757,129557,1001,45,7607,149
奈良,1812,46358,304,10,1487,21
和歌山,591,16086,25,5,548,7
鳥取,79,23024,13,0,65,0
島根,190,9344,19,1,171,0
岡山,1217,31723,384,8,762,13
広島,2680,65962,454,15,1484,18
山口,503,26760,83,2,413,3
徳島,195,14665,7,0,179,9
香川,265,22320,73,0,189,3
愛媛,398,12026,42,4,345,11
高知,604,5592,183,4,415,6
福岡,7852,252163,1140,14,6595,117
佐賀,439,14468,52,1,389,3
⾧崎,457,37041,155,2,298,3
熊本,1613,32961,156,3,1307,16
大分,603,40026,69,5,529,5
宮崎,695,12114,73,0,622,5
鹿児島,920,36020,89,1,831,13
沖縄,5133,86213,312,5,4746,80
(その他),149,-,0,-,149,-
合計,211705,4282302,29278,654,178482,3154
