都道府県名,陽性者数 検査人数,,%
北海道,12715,224416,5.7%
青森,414,8969,4.6%
岩手,353,13489,2.6%
宮城,1930,23979,8.0%
秋田,113,4020,2.8%
山形,355,9902,3.6%
福島,844,53517,1.6%
茨城,2253,18432,12.2%
栃木,1165,68950,1.7%
群馬,2097,50358,4.2%
埼玉,12764,302203,4.2%
千葉,9912,217693,4.6%
東京,54902,953469,5.8%
神奈川,18693,334987,5.6%
新潟,486,26876,1.8%
富山,532,21295,2.5%
石川,1010,28493,3.5%
福井,343,18435,1.9%
山梨,509,14417,3.5%
⾧野,1088,45163,2.4%
岐阜,1933,61190,3.2%
静岡,2513,88334,2.8%
愛知,14918,191017,7.8%
三重,1198,29023,4.1%
滋賀,1013,35521,2.9%
京都,4105,87310,4.7%
大阪,28395,436421,6.5%
兵庫,8757,129557,6.8%
奈良,1812,46358,3.9%
和歌山,591,16086,3.7%
鳥取,79,23024,0.3%
島根,190,9344,2.0%
岡山,1217,31723,3.8%
広島,2680,65962,4.1%
山口,503,26760,1.9%
徳島,195,14665,1.3%
香川,265,22320,1.2%
愛媛,398,12026,3.3%
高知,604,5592,10.8%
福岡,7852,252163,3.1%
佐賀,439,14468,3.0%
⾧崎,457,37041,1.2%
熊本,1613,32961,4.9%
大分,603,40026,1.5%
宮崎,695,12114,5.7%
鹿児島,920,36020,2.6%
沖縄,5133,86213,6.0%
⾧崎船,149,0,-
合計,211705,4282302,4.9%
