都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,33318,625392,6248,47,25616,985
青森,2128,40414,307,5,1793,28
岩手,1313,67468,195,1,1076,42
宮城,8698,133838,324,9,8272,82
秋田,733,12871,112,0,610,11
山形,1820,55241,208,5,1575,37
福島,4399,223009,463,25,3803,133
茨城,9299,31981,570,11,8588,141
栃木,6029,234863,361,9,5594,74
群馬,7467,158529,598,15,6746,123
埼玉,42478,841323,2390,52,39315,773
千葉,36117,590141,1299,25,34155,663
東京,155648,2203520,6232,65,147406,2010
神奈川,59222,891644,2412,66,55945,865
新潟,2981,132370,370,6,2577,34
富山,1643,59309,231,7,1378,34
石川,3381,81812,516,10,2765,98
福井,1012,56887,55,1,923,34
山梨,1447,38972,115,1,1314,19
長野,4535,168365,351,7,4169,76
岐阜,8140,223301,1099,21,6892,149
静岡,7753,334739,814,7,6807,132
愛知,42919,647212,6179,79,36044,696
三重,4656,116606,529,12,4147,101
滋賀,4725,121405,535,10,4116,74
京都,15146,243862,1499,23,13519,200
大阪,97058,1703135,13321,352,80736,2090
兵庫,38366,437193,3434,96,33878,1073
奈良,7666,145913,700,25,6865,101
和歌山,2542,38786,161,42,2305,37
鳥取,444,70130,46,0,390,2
島根,489,24335,90,3,399,0
岡山,6742,108427,1386,30,5045,73
広島,9222,400161,954,18,6954,117
山口,2645,98010,553,10,2036,56
徳島,1606,55352,129,3,1418,59
香川,1901,73203,338,5,1544,24
愛媛,2657,78287,128,4,2459,70
高知,1215,8854,89,3,1106,20
福岡,32151,709261,5783,79,25579,407
佐賀,2378,46547,283,8,2061,18
長崎,2810,107410,337,15,2413,60
熊本,5765,74682,893,24,4783,89
大分,3102,137277,626,5,2439,37
宮崎,2939,38919,310,7,2594,25
鹿児島,3072,95672,401,2,2624,28
沖縄,14694,208957,1778,53,12774,148
(その他),149,-,0,-,149,-
合計,706620,12995585,65752,1303,625696,12148
