都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1323,24496,80,5,1141,102
青 森,30,1201,4,0,25,1
岩手,0,1224,0,0,0,0
宮城,126,4914,25,0,100,1
秋  田,16,1032,0,0,16,0
山形,75,2772,5,0,70,1
福島,84,8368,2,0,82,0
茨城,215,6066,19,2,186,10
栃木,112,10326,30,0,87,0
群馬,166,6443,11,0,136,19
埼玉,1668,50480,409,4,1192,67
千葉,1223,21977,210,0,967,46
東京,8933,134889,1698,10,6909,326
神奈川,1919,15233,262,9,1559,98
新潟,89,5578,5,0,83,0
富山,230,4533,2,0,206,22
石川,301,2983,5,1,269,27
福井,126,3844,4,0,114,8
山梨,77,6427,2,0,74,1
長野,83,5055,7,0,76,-
岐阜,172,6398,14,1,151,7
静岡,102,9608,17,0,84,1
愛知,569,14781,49,0,486,34
三重,55,3227,7,0,46,1
滋賀,109,3177,5,1,103,1
京都,490,13461,77,0,395,18
大阪,2245,51997,286,4,1873,86
兵庫,777,18310,51,0,681,45
奈良,143,5045,41,0,100,2
和歌山,87,4864,14,1,70,3
鳥取,5,2195,2,0,3,0
島根,25,1536,1,0,24,0
岡山,34,2140,4,-,28,-
広島,198,8806,28,0,167,3
山口,41,2913,4,0,37,0
徳島,10,1314,5,0,4,1
香川,42,3287,4,0,28,0
愛媛,82,2707,0,0,77,5
高知,76,2103,2,0,71,3
福岡,953,18778,72,3,848,33
佐賀,47,1766,0,0,47,0
長崎,32,4519,15,0,16,1
熊本,50,4527,1,0,46,3
大分,60,5644,0,0,59,1
宮崎,20,1770,2,0,18,0
鹿児島,162,8156,74,0,88,0
沖縄,149,3457,5,0,141,7
(その他),149,-,0,-,149,-
合計,23680,524327,3560,41,19132,984
