都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2141,58835,135,0,1899,107
青 森,37,2458,2,0,34,1
岩手,23,4282,0,0,23,0
宮城,418,10599,44,1,372,2
秋  田,53,2145,0,0,53,0
山形,78,5186,1,0,77,1
福島,263,20871,39,3,221,3
茨城,671,12623,45,4,609,17
栃木,435,31515,38,0,396,1
群馬,725,22789,42,2,664,19
埼玉,4765,145483,316,5,4347,102
千葉,4010,96201,309,10,3629,72
東京,26376,470228,2067,25,23898,411
神奈川,7099,156859,526,16,6430,143
新潟,170,15645,6,0,164,0
富山,422,12509,11,1,385,26
石川,777,13505,36,0,694,47
福井,244,9869,0,0,231,11
山梨,193,10748,14,1,173,6
長野,312,19157,10,0,307,1
岐阜,627,23106,24,2,593,10
静岡,551,34985,29,1,520,2
愛知,5403,78742,333,13,4984,86
三重,525,13034,69,3,449,7
滋賀,503,12139,20,0,475,8
京都,1767,43228,67,3,1674,26
大阪,10770,189667,498,22,10047,217
兵庫,2767,57586,129,8,2579,59
奈良,580,20885,22,0,549,9
和歌山,242,9347,4,0,231,4
鳥取,36,5493,5,0,31,0
島根,140,5820,1,0,140,0
岡山,158,8110,8,-,149,-
広島,597,21121,97,0,486,3
山口,201,10005,6,1,193,2
徳島,148,6961,7,0,129,9
香川,93,10886,3,0,88,2
愛媛,114,4099,0,0,108,6
高知,138,3497,1,0,133,4
福岡,5054,135250,74,6,4881,99
佐賀,246,6154,2,0,246,0
長崎,238,18873,1,0,232,3
熊本,588,16721,13,0,559,8
大分,158,17294,2,0,154,2
宮崎,344,8601,1,0,343,1
鹿児島,422,19261,38,0,379,12
沖縄,2569,40378,219,6,2307,47
(その他),149,-,0,-,149,-
合計,84340,1942750,5314,133,77414,1596
