都道府県名,陽性者数 検査人数,,%
北海道,2141,58835,3.6%
青森,37,2458,1.5%
,23,4282,0.5%
宮城,418,10599,3.9%
秋田,53,2145,2.5%
山形,78,5186,1.5%
福島,263,20871,1.3%
茨城,671,12623,5.3%
栃木,435,31515,1.4%
群馬,725,22789,3.2%
埼玉,4765,145483,3.3%
千葉,4010,96201,4.2%
東京,26376,470228,5.6%
神奈川,7099,156859,4.5%
新潟,170,15645,1.1%
富山,422,12509,3.4%
石川,777,13505,5.8%
福井,244,9869,2.5%
山梨,193,10748,1.8%
長野,312,19157,1.6%
岐阜,627,23106,2.7%
静岡,551,34985,1.6%
,5403,78742,6.9%
三重,525,13034,4.0%
滋賀,503,12139,4.1%
京都,1767,43228,4.1%
大阪,10770,189667,5.7%
,2767,57586,4.8%
奈良,580,20885,2.8%
和歌山,242,9347,2.6%
鳥取,36,5493,0.7%
島根,140,5820,2.4%
岡山,158,8110,1.9%
広島,597,21121,2.8%
山口,201,10005,2.0%
徳島,148,6961,2.1%
香川,93,10886,0.9%
愛媛,114,4099,2.8%
高知,138,3497,3.9%
,5054,135250,3.7%
佐賀,246,6154,4.0%
長崎,238,18873,1.3%
熊本,588,16721,3.5%
大分,158,17294,0.9%
宮崎,344,8601,4.0%
鹿児島,422,19261,2.2%
沖縄,2569,40378,6.4%
長崎船,149,0,-
合計,84340,1942750,4.3%
