都道府県名,陽性者数 検査人数,,%
北海道,14529,258606,5.6%
青森,559,11084,5.0%
岩手,417,15492,2.7%
宮城,2514,25990,9.7%
秋田,167,4891,3.4%
山形,422,11028,3.8%
福島,1179,63665,1.9%
茨城,3056,19492,15.7%
栃木,2392,79829,3.0%
群馬,2798,58301,4.8%
埼玉,17413,350294,5.0%
千葉,13830,245161,5.6%
東京,73450,1083806,6.8%
神奈川,26617,381811,7.0%
新潟,640,29869,2.1%
富山,687,23807,2.9%
石川,1208,32829,3.7%
福井,397,21076,1.9%
山梨,676,14741,4.6%
長野,1541,55758,2.8%
岐阜,2973,76359,3.9%
静岡,3201,106902,3.0%
愛知,18715,231862,8.1%
三重,1471,32398,4.5%
滋賀,1521,41737,3.6%
京都,5518,101733,5.4%
大阪,33920,515668,6.6%
兵庫,11495,155347,7.4%
奈良,2311,53820,4.3%
和歌山,748,17542,4.3%
鳥取,163,27458,0.6%
島根,224,9344,2.4%
岡山,1775,35839,5.0%
広島,3952,86026,4.6%
山口,685,32146,2.1%
徳島,226,16387,1.4%
香川,414,28532,1.5%
愛媛,630,15627,4.0%
高知,725,6139,11.8%
福岡,10736,285837,3.8%
佐賀,579,16379,3.5%
長崎,855,44502,1.9%
熊本,2272,39720,5.7%
大分,821,49347,1.7%
宮崎,1173,15272,7.7%
鹿児島,1189,43828,2.7%
沖縄,5829,94941,6.1%
長崎船,149,0,-
合計,278762,4968222,5.6%
