都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17521,321207,1364,12,15579,607
青森,717,13318,52,2,652,13
岩手,496,20053,18,2,451,27
宮城,3410,48460,284,8,3104,22
秋田,261,6716,44,0,216,1
山形,506,14452,58,2,435,13
福島,1735,85948,234,12,1457,44
茨城,4846,23418,664,15,4116,66
栃木,3774,106641,470,17,3257,47
群馬,3892,75278,355,13,3466,71
埼玉,25347,454412,3928,71,21061,358
千葉,22508,329992,5522,48,16732,254
東京,100234,1323836,11719,133,87621,894
神奈川,40985,499192,3002,103,37510,473
新潟,911,36997,108,2,793,10
富山,872,30902,47,2,798,27
石川,1466,40672,88,3,1331,58
福井,517,26970,68,4,429,20
山梨,901,14741,33,3,854,14
長野,2290,83352,167,1,2111,36
岐阜,4233,104581,436,14,3728,69
静岡,4608,146187,618,5,3912,78
愛知,24022,317686,2415,56,21207,400
三重,2203,46585,360,10,1814,29
滋賀,2132,56576,273,9,1828,31
京都,8447,131645,1351,16,7055,119
大阪,43900,655142,4783,179,38187,930
兵庫,16468,203414,1888,65,14178,402
奈良,3067,68581,317,6,2711,39
和歌山,1065,21613,87,8,943,15
鳥取,199,33955,26,0,168,2
島根,269,12166,24,0,245,0
岡山,2345,51686,252,10,2013,20
広島,4815,120841,312,13,4381,92
山口,1240,45815,276,0,934,21
徳島,386,21920,53,2,319,14
香川,657,37611,156,1,486,15
愛媛,995,25577,116,3,860,19
高知,851,6912,35,4,802,14
福岡,16176,371118,2466,38,13523,187
佐賀,953,23950,104,3,857,4
長崎,1526,57116,240,3,1262,28
熊本,3343,51533,213,19,2943,63
大分,1166,63381,169,3,980,17
宮崎,1836,23136,177,6,1652,20
鹿児島,1632,56203,188,4,1444,19
沖縄,7585,126082,759,7,6741,90
(その他),149,-,0,-,149,-
合計,389457,6437569,46319,937,337295,5792
