都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,11564,196775,2243,34,9040,341
青森,382,8347,51,2,325,6
岩手,315,12217,118,3,185,12
宮城,1561,22027,308,3,1241,12
秋田,94,3865,4,0,89,1
山形,281,9248,126,1,154,1
福島,630,46150,113,4,509,8
茨城,2030,18013,281,13,1717,32
栃木,915,62245,218,11,697,2
群馬,1708,43736,328,5,1328,27
埼玉,10715,270128,1785,42,8757,173
千葉,8388,193270,1000,13,7287,101
東京,47990,866984,4822,78,42621,547
神奈川,15397,289534,1670,55,13501,226
新潟,414,24941,79,0,335,3
富山,475,19337,16,1,433,26
石川,922,25527,56,0,819,50
福井,333,17048,16,2,306,11
山梨,454,14198,39,1,406,9
長野,991,38731,151,5,788,7
岐阜,1544,52060,342,4,1181,21
静岡,2227,70589,677,16,1528,22
愛知,12820,162270,2131,32,10544,145
三重,1086,24205,186,5,887,13
滋賀,877,31553,71,1,795,11
京都,3307,76611,496,8,2785,42
大阪,25420,388373,4233,158,20740,431
兵庫,7403,115379,829,44,6462,112
奈良,1530,40263,256,6,1259,15
和歌山,562,15266,63,8,481,7
鳥取,68,20394,9,1,58,0
島根,168,7659,13,1,155,0
岡山,702,24136,116,3,562,11
広島,1733,48780,271,14,1001,9
山口,440,22347,46,5,388,2
徳島,187,13978,3,0,175,9
香川,201,19751,48,0,150,3
愛媛,363,9778,49,2,305,9
高知,404,4847,159,1,241,4
福岡,6749,226346,690,13,5948,111
佐賀,390,12246,54,0,336,3
長崎,328,30645,56,2,272,3
熊本,1298,28528,144,9,1071,13
大分,534,34830,146,3,385,3
宮崎,616,11354,80,1,536,3
鹿児島,837,32430,184,1,653,13
沖縄,4824,80078,366,7,4386,77
(その他),149,-,0,-,149,-
合計,182326,3787017,25142,618,153971,2687
