都道府県名,陽性者数 検査人数,,%
北海道,30402,597067,5.1%
青森,1952,37948,5.1%
岩手,1223,65514,1.9%
宮城,8553,129798,6.6%
秋田,688,12270,5.6%
山形,1715,52037,3.3%
福島,4245,210893,2.0%
茨城,9014,31283,28.8%
栃木,5845,230073,2.5%
群馬,7203,150903,4.8%
埼玉,41556,817113,5.1%
千葉,35486,579584,6.1%
東京,152239,2145347,7.1%
神奈川,57873,861075,6.7%
新潟,2849,124364,2.3%
富山,1510,55720,2.7%
石川,3233,78446,4.1%
福井,989,55030,1.8%
山梨,1376,38972,3.5%
長野,4351,159648,2.7%
岐阜,7588,212667,3.6%
静岡,7441,319923,2.3%
愛知,40200,609769,6.6%
三重,4461,109813,4.1%
滋賀,4507,115126,3.9%
京都,14232,232724,6.1%
大阪,94775,1642040,5.8%
兵庫,37284,423134,8.8%
奈良,7426,138260,5.4%
和歌山,2483,37109,6.7%
鳥取,429,67881,0.6%
島根,433,21314,2.0%
岡山,6136,108427,5.7%
広島,8185,321772,2.5%
山口,2423,92132,2.6%
徳島,1571,50344,3.1%
香川,1807,70203,2.6%
愛媛,2620,74358,3.5%
高知,1150,8684,13.2%
福岡,30242,680050,4.4%
佐賀,2226,44832,5.0%
長崎,2724,103144,2.6%
熊本,5116,71804,7.1%
大分,2888,130615,2.2%
宮崎,2764,36174,7.6%
鹿児島,2871,92459,3.1%
沖縄,13859,202299,6.9%
長崎船,149,0,-
合計,680292,12450142,5.5%
