都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,30402,597067,5092,30,24155,934
青森,1952,37948,303,4,1622,27
岩手,1223,65514,193,3,990,40
宮城,8553,129798,403,13,8066,75
秋田,688,12270,158,0,521,9
山形,1715,52037,175,5,1503,37
福島,4245,210893,606,24,3508,131
茨城,9014,31283,591,17,8286,137
栃木,5845,230073,357,3,5414,74
群馬,7203,150903,725,16,6363,115
埼玉,41556,817113,2692,48,38102,762
千葉,35486,579584,1498,20,33333,655
東京,152239,2145347,7235,84,143053,1951
神奈川,57873,861075,2512,49,54507,854
新潟,2849,124364,421,6,2401,27
富山,1510,55720,159,4,1319,32
石川,3233,78446,646,13,2489,96
福井,989,55030,77,0,878,34
山梨,1376,38972,136,1,1223,19
長野,4351,159648,364,8,3973,75
岐阜,7588,212667,1157,17,6288,143
静岡,7441,319923,936,7,6375,130
愛知,40200,609769,5568,71,33963,669
三重,4461,109813,628,11,3854,96
滋賀,4507,115126,567,8,3871,69
京都,14232,232724,1468,29,12636,196
大阪,94775,1642040,18824,372,73061,1958
兵庫,37284,423134,4388,98,32041,855
奈良,7426,138260,839,22,6489,98
和歌山,2483,37109,201,37,2209,35
鳥取,429,67881,50,1,367,2
島根,433,21314,59,1,374,0
岡山,6136,108427,1308,26,4071,71
広島,8185,321772,856,15,6303,112
山口,2423,92132,491,6,1881,51
徳島,1571,50344,179,6,1336,56
香川,1807,70203,409,3,1379,24
愛媛,2620,74358,201,5,2353,66
高知,1150,8684,44,3,1086,20
福岡,30242,680050,5790,72,23557,391
佐賀,2226,44832,383,8,1790,15
長崎,2724,103144,519,15,2156,52
熊本,5116,71804,853,22,4179,84
大分,2888,130615,764,6,2091,33
宮崎,2764,36174,461,5,2269,25
鹿児島,2871,92459,471,3,2371,28
沖縄,13859,202299,1478,10,12246,141
(その他),149,-,0,-,149,-
合計,680292,12450142,73235,1227,592451,11504
