都道府県名,陽性者数 検査人数,,%
北海道,19787,406538,4.9%
青森,844,21392,3.9%
岩手,558,29279,1.9%
宮城,3953,73977,5.3%
秋田,269,7148,3.8%
山形,553,28967,1.9%
福島,2169,124720,1.7%
茨城,6149,25169,24.4%
栃木,4242,154935,2.7%
群馬,4664,100905,4.6%
埼玉,30644,587090,5.2%
千葉,27724,437739,6.3%
東京,114840,1623032,7.1%
神奈川,46189,634658,7.3%
新潟,1174,46600,2.5%
富山,909,38443,2.4%
石川,1879,54937,3.4%
福井,546,33231,1.6%
山梨,946,28326,3.3%
長野,2399,104247,2.3%
岐阜,4790,146038,3.3%
静岡,5373,217367,2.5%
愛知,26317,419863,6.3%
三重,2593,70180,3.7%
滋賀,2635,78219,3.4%
京都,9173,163509,5.6%
大阪,48094,872121,5.5%
兵庫,18334,266138,6.9%
奈良,3443,87064,4.0%
和歌山,1172,24983,4.7%
鳥取,210,43462,0.5%
島根,284,16686,1.7%
岡山,2571,72624,3.5%
広島,5058,168924,3.0%
山口,1389,62904,2.2%
徳島,464,28233,1.6%
香川,767,47048,1.6%
愛媛,1073,35150,3.1%
高知,908,7217,12.6%
福岡,18388,468856,3.9%
佐賀,1136,29580,3.8%
長崎,1613,71181,2.3%
熊本,3469,57235,6.1%
大分,1297,85075,1.5%
宮崎,1953,24803,7.9%
鹿児島,1762,69460,2.5%
沖縄,8445,152149,5.6%
長崎船,149,0,-
合計,443298,8347402,5.3%
