都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41061,759366,2170,24,37650,1358
青森,2453,49170,21,0,2401,31
岩手,1638,82466,60,1,1532,46
宮城,9075,154142,63,5,8921,86
秋田,785,14431,25,1,740,20
山形,2020,64223,30,3,1943,47
福島,4791,270860,108,5,4522,161
茨城,10295,33092,202,5,9931,162
栃木,6835,279965,181,11,6573,81
群馬,8010,188946,67,7,7792,151
埼玉,45677,945473,877,23,43974,826
千葉,39332,661836,965,17,37666,701
東京,169756,2452684,3322,45,164231,2203
神奈川,65762,1009940,1466,37,63359,937
新潟,3387,163716,58,4,3282,47
富山,2018,71217,69,2,1912,37
石川,3920,118298,73,2,3730,114
福井,1155,63597,92,0,1029,34
山梨,2005,50098,221,1,1764,20
長野,4985,197431,70,2,4899,91
岐阜,9389,263936,184,9,9020,185
静岡,9063,390754,284,4,8631,148
愛知,50479,803886,1519,41,48021,939
三重,5193,137890,74,4,5146,110
滋賀,5509,146073,156,6,5264,89
京都,16478,276155,227,15,16004,235
大阪,102589,2054348,1708,194,97441,2609
兵庫,40732,495332,370,29,39090,1273
奈良,8187,164071,147,8,7914,126
和歌山,2663,41442,10,3,2546,49
鳥取,466,81177,2,0,455,2
島根,551,29236,4,1,546,1
岡山,7581,158467,139,4,7302,124
広島,11412,534171,261,19,10939,167
山口,3116,116931,87,1,2956,73
徳島,1653,63404,19,0,1571,63
香川,2084,83596,36,2,2023,30
愛媛,2749,93803,17,3,2657,75
高知,1749,10972,96,5,1629,24
福岡,35274,810911,816,27,33910,513
佐賀,2546,55221,13,0,2546,24
長崎,3117,121529,83,0,2965,69
熊本,6450,81179,75,9,6262,113
大分,3486,163730,47,1,3378,61
宮崎,3069,43927,18,0,3014,27
鹿児島,3641,109604,89,2,3548,38
沖縄,20232,244208,1498,64,18569,171
(その他),149,-,0,-,149,-
合計,784567,15206904,18119,646,751347,14491
