都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,25524,546376,2204,24,22210,883
青森,1701,34498,281,3,1396,24
岩手,1039,57263,197,2,809,33
宮城,8223,122101,423,9,7714,71
秋田,542,10911,114,0,419,9
山形,1577,49583,163,3,1379,35
福島,3646,191573,489,12,3031,126
茨城,8410,30664,466,16,7809,135
栃木,5484,217956,235,4,5178,71
群馬,6407,139551,609,8,5694,104
埼玉,39054,771923,2341,38,35966,747
千葉,33990,554311,1349,17,32013,628
東京,143534,2054041,6970,72,134661,1903
神奈川,54869,821928,1888,55,52156,825
新潟,2452,112727,319,1,2108,25
富山,1380,52737,142,8,1208,30
石川,2639,71843,366,10,2193,78
福井,921,49632,92,1,796,33
山梨,1256,35312,115,1,1123,19
長野,3984,150440,264,5,3710,70
岐阜,6285,191825,590,6,5558,137
静岡,6661,296746,299,5,6239,123
愛知,34928,583082,3653,36,30634,641
三重,3990,98154,622,14,3384,88
滋賀,3996,108814,548,11,3384,64
京都,13162,221048,1617,24,11398,189
大阪,86645,1492101,20583,440,63625,1605
兵庫,33579,392564,5118,88,27740,721
奈良,6645,130457,947,29,5616,82
和歌山,2304,35157,290,50,1943,33
鳥取,380,62922,39,0,333,2
島根,366,21314,31,1,335,0
岡山,4518,101721,576,15,3157,40
広島,6369,267317,497,10,5667,110
山口,1951,82172,249,6,1656,46
徳島,1430,45522,278,11,1105,47
香川,1383,63292,243,2,1123,23
愛媛,2450,62973,294,10,2106,50
高知,1106,8470,100,4,986,20
福岡,25055,622237,3605,41,21089,361
佐賀,1776,40029,258,2,1520,14
長崎,2305,94206,380,6,1883,43
熊本,4360,66663,505,16,3774,81
大分,2146,114836,517,1,1601,28
宮崎,2406,32699,280,2,2095,23
鹿児島,2403,81722,312,2,2046,28
沖縄,12817,194850,995,10,11691,137
(その他),149,-,0,-,149,-
合計,618197,11588263,62453,1131,543410,10585
