都道府県名,陽性者数 検査人数,,%
北海道,1282,22533,5.7%
青森,27,1038,2.6%
岩手,0,1084,0.0%
宮城,99,4286,2.3%
秋田,16,1012,1.6%
山形,71,2618,2.7%
福島,82,7598,1.1%
茨城,189,5685,3.3%
栃木,90,8652,1.0%
群馬,155,5602,2.8%
埼玉,1352,42105,3.2%
千葉,1062,19698,5.4%
東京,7272,107242,6.8%
神奈川,1653,13894,11.9%
新潟,86,5212,1.7%
富山,230,4182,5.5%
石川,300,2950,10.2%
福井,122,3615,3.4%
山梨,75,6095,1.2%
長野,77,3434,2.2%
岐阜,162,5647,2.9%
静岡,91,8458,1.1%
愛知,528,13813,3.8%
三重,46,3009,1.5%
滋賀,104,2626,4.0%
京都,415,11482,3.6%
大阪,1915,44724,4.3%
兵庫,720,16313,4.4%
奈良,102,4383,2.3%
和歌山,66,4106,1.6%
鳥取,4,1922,0.2%
島根,24,1278,1.9%
岡山,28,2026,1.4%
広島,171,8128,2.1%
山口,37,2592,1.4%
徳島,9,1053,0.9%
香川,28,2919,1.0%
愛媛,82,2657,3.1%
高知,74,2006,3.7%
福岡,898,17409,5.2%
佐賀,47,1686,2.8%
長崎,19,3645,0.5%
熊本,49,4410,1.1%
大分,60,5280,1.1%
宮崎,18,1661,1.1%
鹿児島,122,4841,2.5%
沖縄,145,3062,4.7%
長崎船,149,-,-
合計,20353,449671,4.5%
