都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3205,83712,492,6,2603,110
青 森,244,5157,89,3,151,4
岩手,27,5339,2,0,25,0
宮城,742,14294,187,3,553,2
秋  田,64,2503,3,0,60,0
山形,86,6231,5,0,80,1
福島,389,29518,23,4,360,6
茨城,773,13982,34,0,721,18
栃木,490,42416,24,0,466,1
群馬,902,29473,60,5,823,19
埼玉,5915,187511,379,10,5429,107
千葉,5079,128000,348,8,4650,81
東京,31293,604642,1732,32,29102,459
神奈川,8799,203062,545,24,8083,171
新潟,184,17915,5,0,179,0
富山,423,14541,1,0,396,26
石川,812,17426,18,0,745,49
福井,257,11100,1,1,245,11
山梨,216,11769,14,0,196,6
⾧野,344,23290,10,0,333,6
岐阜,693,26990,35,1,647,11
静岡,661,43590,71,0,588,2
愛知,6275,100228,519,9,5660,96
三重,568,15683,19,3,542,7
滋賀,557,14505,22,0,526,9
京都,2061,52973,103,2,1928,30
大阪,12876,237923,977,26,11636,244
兵庫,3265,69217,179,14,3023,63
奈良,664,24985,43,0,611,10
和歌山,277,10448,6,2,262,4
鳥取,38,5775,3,0,35,0
島根,141,6281,0,0,141,0
岡山,291,11198,54,0,172,4
広島,662,27820,14,0,643,5
山口,213,11931,4,0,207,2
徳島,164,7495,0,0,155,9
香川,101,13601,4,0,95,2
愛媛,116,4392,0,0,110,6
高知,144,3650,2,0,138,4
福岡,5236,165588,76,3,5057,103
佐賀,256,7117,2,0,256,0
⾧崎,244,22786,0,0,241,3
熊本,808,19632,41,1,748,8
大分,159,20997,0,0,156,3
宮崎,367,8799,0,0,367,1
鹿児島,475,22533,12,0,463,13
沖縄,3373,58991,311,6,3004,63
(その他),149,-,0,-,149,-
合計,101078,2467009,6469,163,92760,1779
