都道府県名,陽性者数 検査人数,,%
北海道,1377,26689,5.2%
⻘森,31,1317,2.4%
岩手,0,1290,0.0%
宮城,140,5534,2.5%
秋田,17,1054,1.6%
山形,75,2851,2.6%
福島,86,9030,1.0%
茨城,239,6442,3.7%
栃木,151,12024,1.3%
群馬,179,7310,2.4%
埼玉,2035,56423,3.6%
千葉,1453,25929,5.6%
東京,10975,156867,7.0%
神奈川,2206,16219,13.6%
新潟,92,5858,1.6%
富山,235,4874,4.8%
石川,310,3112,10.0%
福井,127,4539,2.8%
山梨,85,6805,1.2%
⻑野,88,5565,1.6%
岐阜,220,8608,2.6%
静岡,119,10472,1.1%
愛知,932,16828,5.5%
三重,63,3571,1.8%
滋賀,152,3848,4.0%
京都,586,14909,3.9%
大阪,2915,60635,4.8%
兵庫,941,21956,4.3%
奈良,200,7978,2.5%
和歌山,116,5599,2.1%
鳥取,6,2283,0.3%
島根,28,2181,1.3%
岡山,59,2579,2.3%
広島,250,10572,2.4%
山口,47,3552,1.3%
徳島,12,1518,0.8%
香川,45,4213,1.1%
愛媛,84,2799,3.0%
高知,78,2179,3.6%
福岡,1292,21128,6.1%
佐賀,66,2108,3.1%
⻑崎,47,5671,0.8%
熊本,58,4607,1.3%
大分,60,6001,1.0%
宮崎,36,1868,1.9%
鹿児島,203,9099,2.2%
沖縄,186,6226,3.0%
⻑崎船,149,-,-
合計,28851,602720,4.8%
