都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18402,347859,1003,16,16765,632
青森,794,16135,72,0,706,16
岩手,519,22189,19,1,471,29
宮城,3490,49624,97,7,3370,23
秋田,269,6879,26,0,238,5
山形,531,16500,35,0,481,15
福島,1818,96660,131,10,1626,61
茨城,5315,24378,472,15,4755,88
栃木,3938,116692,220,8,3660,58
群馬,4213,83749,307,11,3827,79
埼玉,27469,499404,2968,44,24047,454
千葉,24378,370038,2916,37,21131,331
東京,105765,1416039,5344,102,99307,1114
神奈川,43051,542742,1626,51,40832,593
新潟,993,39456,80,1,900,13
富山,886,33471,19,3,840,27
石川,1636,45181,216,1,1414,60
福井,528,28883,29,2,475,24
山梨,919,14741,18,1,885,16
長野,2345,90739,68,1,2265,39
岐阜,4541,117589,310,12,4142,89
静岡,4809,164992,211,2,4507,91
愛知,25016,353866,1434,38,23112,470
三重,2370,56417,208,11,2121,41
滋賀,2293,63616,173,6,2081,39
京都,8846,143753,673,5,8103,144
大阪,45707,711129,2289,144,41939,1045
兵庫,17377,224033,973,68,15933,471
奈良,3242,75362,163,6,3036,43
和歌山,1140,23338,61,8,1041,16
鳥取,207,37391,16,0,186,2
島根,280,13515,9,1,271,0
岡山,2438,60138,96,5,2300,26
広島,4924,139356,134,6,4683,98
山口,1349,52858,169,0,1147,33
徳島,423,23570,45,3,363,15
香川,716,41367,75,1,624,17
愛媛,1029,29571,52,1,955,22
高知,873,6995,20,1,836,17
福岡,17176,403560,1592,36,15358,226
佐賀,994,25910,48,1,959,6
長崎,1580,62534,135,2,1412,35
熊本,3403,55559,94,15,3226,67
大分,1251,72083,95,0,1138,18
宮崎,1906,24475,102,2,1775,20
鹿児島,1705,61179,82,5,1607,20
沖縄,7960,135770,451,3,7415,99
(その他),149,-,0,-,149,-
合計,410963,7041285,25376,693,378414,6847
