都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,12495,218395,1750,33,10418,411
青森,403,8756,30,2,367,6
岩手,343,13209,101,3,220,20
宮城,1831,23979,357,6,1462,12
秋田,104,3973,11,0,92,1
山形,334,9710,98,5,233,3
福島,782,51674,175,5,593,14
茨城,2187,18369,226,9,1926,35
栃木,1106,67312,263,13,843,4
群馬,2001,49380,340,11,1628,33
埼玉,12215,295862,2305,40,9724,186
千葉,9466,209691,1368,19,7989,109
東京,53130,934315,6027,69,46525,578
神奈川,17732,326214,2216,61,15272,244
新潟,457,26210,67,0,390,3
富山,507,20661,32,1,449,26
石川,980,27787,81,2,853,50
福井,338,18049,12,2,315,11
山梨,492,14369,38,2,444,10
長野,1061,42671,92,4,941,11
岐阜,1839,58989,352,7,1461,26
静岡,2440,85933,467,7,1940,33
愛知,14409,182125,2163,39,12072,174
三重,1176,26913,148,3,1013,15
滋賀,969,34536,100,1,858,11
京都,3910,84619,738,20,3163,44
大阪,27812,425696,3454,162,23848,510
兵庫,8438,125928,901,41,7394,143
奈良,1749,44508,279,11,1450,20
和歌山,590,15944,31,6,541,7
鳥取,74,21917,9,0,64,0
島根,186,8556,14,1,172,0
岡山,1159,27231,204,3,642,12
広島,2454,62654,418,17,1325,16
山口,486,24734,68,3,411,3
徳島,194,14474,5,0,179,9
香川,231,21148,42,0,186,3
愛媛,382,10895,34,4,337,11
高知,573,5430,189,3,378,6
福岡,7547,243185,1021,11,6411,115
佐賀,424,14049,45,1,381,3
長崎,445,35880,124,2,295,3
熊本,1516,31757,156,4,1256,15
大分,587,38839,77,4,505,5
宮崎,677,11916,71,1,606,5
鹿児島,890,35196,95,1,795,13
沖縄,5047,84891,283,5,4689,80
(その他),149,-,0,-,149,-
合計,204317,4158529,27077,644,173205,3049
