都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,7585,133167,2359,22,5068,158
青 森,282,6445,14,2,262,6
岩手,162,8426,97,1,64,1
宮城,1128,18212,189,8,930,9
秋  田,83,3451,4,0,69,1
山形,110,7344,17,0,93,1
福島,480,38310,58,5,416,6
茨城,1347,16138,321,9,1007,19
栃木,595,52696,78,6,517,2
群馬,1087,34753,110,2,938,21
埼玉,7842,225315,1027,24,6679,136
千葉,6562,158518,764,10,5712,86
東京,38598,728630,3711,54,34405,482
神奈川,11640,241723,1290,58,10162,188
新潟,324,21588,102,0,222,0
富山,447,16529,19,0,402,26
石川,838,20975,9,0,780,49
福井,305,14164,29,0,265,11
山梨,332,13263,52,2,273,7
長野,638,29443,102,0,506,6
岐阜,969,32174,145,1,811,13
静岡,1334,53923,470,4,860,4
愛知,9023,127454,1582,16,7331,110
三重,755,18271,148,5,600,7
滋賀,756,26058,91,0,656,9
京都,2521,62771,243,4,2242,36
大阪,18458,304268,3296,107,14858,285
兵庫,4928,88077,697,32,4152,79
奈良,1038,31252,194,6,833,11
和歌山,408,12760,77,11,321,4
鳥取,56,15952,7,0,48,0
島根,143,6498,2,0,141,0
岡山,530,17220,109,3,310,11
広島,770,33227,62,0,699,6
山口,363,17013,119,1,238,2
徳島,179,7755,11,2,161,9
香川,132,16227,22,0,108,2
愛媛,265,5827,130,3,129,6
高知,149,3739,5,0,140,4
福岡,5591,192668,203,3,5281,107
佐賀,299,9220,18,0,282,1
長崎,263,26087,14,0,245,3
熊本,977,23156,69,5,886,12
大分,238,25794,70,0,165,3
宮崎,449,9246,75,2,374,1
鹿児島,602,26737,51,0,551,13
沖縄,4057,68811,303,2,3691,68
(その他),149,-,0,-,149,-
合計,135787,3051275,18565,410,115032,2021
