都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21051,451342,802,17,19539,752
青森,1039,25237,135,0,884,20
岩手,646,45250,62,0,554,30
宮城,6103,91791,1490,9,4582,31
秋田,285,7580,7,0,272,6
山形,972,35456,305,1,650,17
福島,2521,151253,260,11,2149,112
茨城,6765,26507,323,1,6315,127
栃木,4659,171809,214,2,4375,70
群馬,5031,114303,193,4,4739,99
埼玉,32960,651066,1394,35,30866,700
千葉,29735,482122,1106,22,28059,570
東京,121461,1770144,3430,44,116257,1774
神奈川,48204,698866,917,22,46502,785
新潟,1486,83334,195,2,1273,18
富山,939,42070,22,0,888,29
石川,1916,60598,26,0,1824,64
福井,595,35705,44,0,526,25
山梨,969,30877,12,0,938,19
長野,2828,117123,237,1,2559,41
岐阜,4964,159977,134,3,4705,125
静岡,5725,247915,242,2,5365,118
愛知,27363,466602,718,12,26062,583
三重,2777,76136,146,2,2642,70
滋賀,2794,86894,116,4,2622,56
京都,9517,178171,252,1,9104,169
大阪,52817,1061733,3630,96,47587,1184
兵庫,20059,297597,1289,73,18179,591
奈良,3817,97051,320,4,3442,55
和歌山,1304,26862,104,4,1158,18
鳥取,260,48355,35,0,205,2
島根,288,18022,3,0,285,0
岡山,2703,78444,76,4,2524,35
広島,5169,181159,83,1,4971,106
山口,1421,68811,27,0,1351,43
徳島,546,32428,80,2,448,18
香川,849,51553,79,0,754,19
愛媛,1395,39221,315,0,1056,24
高知,919,7443,11,2,889,19
福岡,19014,510918,370,5,18312,332
佐賀,1198,32023,43,1,1163,13
長崎,1638,77830,21,0,1578,39
熊本,3506,58160,25,2,3407,74
大分,1314,92860,14,1,1278,22
宮崎,1966,24843,19,0,1924,22
鹿児島,1832,73558,55,0,1775,28
沖縄,9575,164199,719,4,8734,128
(その他),149,-,0,-,149,-
合計,475044,9351198,20100,394,445420,9182
