都道府県名,陽性者数 検査人数,,%
北海道,21051,451342,4.7%
青森,1039,25237,4.1%
岩手,646,45250,1.4%
宮城,6103,91791,6.6%
秋田,285,7580,3.8%
山形,972,35456,2.7%
福島,2521,151253,1.7%
茨城,6765,26507,25.5%
栃木,4659,171809,2.7%
群馬,5031,114303,4.4%
埼玉,32960,651066,5.1%
千葉,29735,482122,6.2%
東京,121461,1770144,6.9%
神奈川,48204,698866,6.9%
新潟,1486,83334,1.8%
富山,939,42070,2.2%
石川,1916,60598,3.2%
福井,595,35705,1.7%
山梨,969,30877,3.1%
長野,2828,117123,2.4%
岐阜,4964,159977,3.1%
静岡,5725,247915,2.3%
愛知,27363,466602,5.9%
三重,2777,76136,3.6%
滋賀,2794,86894,3.2%
京都,9517,178171,5.3%
大阪,52817,1061733,5.0%
兵庫,20059,297597,6.7%
奈良,3817,97051,3.9%
和歌山,1304,26862,4.9%
鳥取,260,48355,0.5%
島根,288,18022,1.6%
岡山,2703,78444,3.4%
広島,5169,181159,2.9%
山口,1421,68811,2.1%
徳島,546,32428,1.7%
香川,849,51553,1.6%
愛媛,1395,39221,3.6%
高知,919,7443,12.3%
福岡,19014,510918,3.7%
佐賀,1198,32023,3.7%
長崎,1638,77830,2.1%
熊本,3506,58160,6.0%
大分,1314,92860,1.4%
宮崎,1966,24843,7.9%
鹿児島,1832,73558,2.5%
沖縄,9575,164199,5.8%
長崎船,149,0,-
合計,475044,9351198,5.1%
