都道府県名,陽性者数 検査人数,,%
北海道,19944,412087,4.8%
青森,863,21655,4.0%
岩手,565,29864,1.9%
宮城,4098,74854,5.5%
秋田,269,7194,3.7%
山形,557,29564,1.9%
福島,2204,127423,1.7%
茨城,6194,25292,24.5%
栃木,4288,157342,2.7%
群馬,4705,101978,4.6%
埼玉,30976,594605,5.2%
千葉,28035,441229,6.4%
東京,115584,1639659,7.0%
神奈川,46447,640844,7.2%
新潟,1188,46600,2.5%
富山,912,38852,2.3%
石川,1886,55362,3.4%
福井,546,33346,1.6%
山梨,951,28326,3.4%
長野,2431,105681,2.3%
岐阜,4796,146743,3.3%
静岡,5404,219554,2.5%
愛知,26448,424959,6.2%
三重,2608,70180,3.7%
滋賀,2646,79993,3.3%
京都,9196,164742,5.6%
大阪,48373,895682,5.4%
兵庫,18475,269806,6.8%
奈良,3456,87904,3.9%
和歌山,1179,25083,4.7%
鳥取,210,43885,0.5%
島根,285,16686,1.7%
岡山,2583,72624,3.6%
広島,5064,169571,3.0%
山口,1390,62904,2.2%
徳島,464,28417,1.6%
香川,768,47376,1.6%
愛媛,1074,35168,3.1%
高知,909,7218,12.6%
福岡,18510,473227,3.9%
佐賀,1142,30048,3.8%
長崎,1613,71682,2.3%
熊本,3474,57422,6.0%
大分,1299,85462,1.5%
宮崎,1953,24804,7.9%
鹿児島,1763,69724,2.5%
沖縄,8512,153212,5.6%
長崎船,149,0,-
合計,446386,8445833,5.3%
