都道府県名,陽性者数 検査人数,,%
北海道,3301,84892,3.9%
青森,245,5267,4.7%
,27,5399,0.5%
宮城,772,14414,5.4%
秋田,64,2503,2.6%
山形,86,6231,1.4%
福島,391,29647,1.3%
茨城,775,13982,5.5%
栃木,492,43764,1.1%
群馬,905,29632,3.1%
埼玉,5945,187661,3.2%
千葉,5119,128210,4.0%
東京,31502,604642,5.2%
神奈川,8868,203062,4.4%
新潟,184,17948,1.0%
富山,423,14541,2.9%
石川,812,17426,4.7%
福井,257,11100,2.3%
山梨,216,11769,1.8%
⾧野,349,23290,1.5%
岐阜,698,27193,2.6%
静岡,661,43590,1.5%
,6319,101585,6.2%
三重,569,15683,3.6%
滋賀,560,14525,3.9%
京都,2061,52973,3.9%
大阪,12876,237923,5.4%
,3275,69544,4.7%
奈良,675,24985,2.7%
和歌山,277,10479,2.6%
鳥取,38,5777,0.7%
島根,141,6281,2.2%
岡山,303,11198,2.7%
広島,662,27820,2.4%
山口,215,11941,1.8%
徳島,164,7500,2.2%
香川,102,13637,0.7%
愛媛,116,4392,2.6%
高知,144,3651,3.9%
,5238,166647,3.1%
佐賀,264,7279,3.6%
⾧崎,244,22968,1.1%
熊本,814,19849,4.1%
大分,159,21258,0.7%
宮崎,369,8799,4.2%
鹿児島,475,22533,2.1%
沖縄,3392,59096,5.7%
⾧崎船,149,0,-
合計,101693,2474486,4.1%
