都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2804,76018,311,3,2384,109
青 森,187,4211,119,3,67,1
岩手,27,5189,4,0,23,0
宮城,602,13266,84,3,516,2
秋  田,61,2455,2,0,59,0
山形,84,5869,4,0,79,1
福島,386,27702,53,5,327,6
茨城,743,13569,23,2,702,18
栃木,477,35163,24,0,453,1
群馬,870,27925,99,5,749,19
埼玉,5653,176782,395,8,5152,106
千葉,4836,121264,396,10,4363,77
東京,30127,575136,1691,29,27986,450
神奈川,8389,191586,532,24,7694,163
新潟,182,17373,3,0,179,0
富山,422,14298,0,0,396,26
石川,799,16239,13,0,737,49
福井,256,10912,3,0,242,11
山梨,203,11459,3,0,194,6
長野,334,22342,9,1,324,4
岐阜,672,26149,31,1,630,11
静岡,596,41298,20,0,574,2
愛知,5869,93722,253,11,5524,92
三重,555,15441,12,2,536,7
滋賀,539,13774,18,0,512,9
京都,1974,51461,69,0,1875,30
大阪,12089,225514,600,26,11237,235
兵庫,3142,66553,151,14,2930,61
奈良,626,24077,19,2,598,9
和歌山,272,10282,17,2,247,4
鳥取,37,5679,2,0,35,0
島根,141,6127,1,0,141,0
岡山,206,10217,23,1,161,1
広島,656,26970,19,0,632,5
山口,213,11623,5,1,206,2
徳島,164,7416,7,0,148,9
香川,101,13053,4,0,95,2
愛媛,116,4305,0,0,110,6
高知,142,3614,2,0,136,4
福岡,5189,158630,66,4,5022,101
佐賀,254,6936,3,0,253,0
長崎,244,21684,2,0,239,3
熊本,769,19076,43,0,714,8
大分,159,20118,0,0,156,3
宮崎,367,8758,1,0,366,1
鹿児島,463,21808,7,0,456,12
沖縄,3194,53755,356,8,2784,58
(その他),149,-,0,-,149,-
合計,96340,2336798,5499,165,89092,1724
