都道府県名,陽性者数 検査人数,,%
北海道,2804,76018,3.7%
青森,187,4211,4.4%
,27,5189,0.5%
宮城,602,13266,4.5%
秋田,61,2455,2.5%
山形,84,5869,1.4%
福島,386,27702,1.4%
茨城,743,13569,5.5%
栃木,477,35163,1.4%
群馬,870,27925,3.1%
埼玉,5653,176782,3.2%
千葉,4836,121264,4.0%
東京,30127,575136,5.2%
神奈川,8389,191586,4.4%
新潟,182,17373,1.0%
富山,422,14298,3.0%
石川,799,16239,4.9%
福井,256,10912,2.3%
山梨,203,11459,1.8%
長野,334,22342,1.5%
岐阜,672,26149,2.6%
静岡,596,41298,1.4%
,5869,93722,6.3%
三重,555,15441,3.6%
滋賀,539,13774,3.9%
京都,1974,51461,3.8%
大阪,12089,225514,5.4%
,3142,66553,4.7%
奈良,626,24077,2.6%
和歌山,272,10282,2.6%
鳥取,37,5679,0.7%
島根,141,6127,2.3%
岡山,206,10217,2.0%
広島,656,26970,2.4%
山口,213,11623,1.8%
徳島,164,7416,2.2%
香川,101,13053,0.8%
愛媛,116,4305,2.7%
高知,142,3614,3.9%
,5189,158630,3.3%
佐賀,254,6936,3.7%
長崎,244,21684,1.1%
熊本,769,19076,4.0%
大分,159,20118,0.8%
宮崎,367,8758,4.2%
鹿児島,463,21808,2.1%
沖縄,3194,53755,5.9%
長崎船,149,0,-
合計,96340,2336798,4.1%
