都道府県名,陽性者数 検査人数,,%
北海道,2430,67282,3.6%
青森,57,2888,2.0%
,25,4796,0.5%
宮城,504,11985,4.2%
秋田,59,2354,2.5%
山形,81,5326,1.5%
福島,332,24007,1.4%
茨城,719,13121,5.5%
栃木,453,34014,1.3%
群馬,764,25946,2.9%
埼玉,5234,160965,3.3%
千葉,4430,109745,4.0%
東京,28420,526696,5.4%
神奈川,7758,176654,4.4%
新潟,180,16688,1.1%
富山,422,13796,3.1%
石川,787,15040,5.2%
福井,249,10331,2.4%
山梨,199,11139,1.8%
長野,320,20700,1.5%
岐阜,640,24739,2.6%
静岡,572,38804,1.5%
,5596,87290,6.4%
三重,544,14421,3.8%
滋賀,520,13209,3.9%
京都,1898,47653,4.0%
大阪,11361,208217,5.5%
,2946,62442,4.7%
奈良,607,22972,2.6%
和歌山,254,9858,2.6%
鳥取,36,5543,0.6%
島根,140,5980,2.3%
岡山,168,8654,1.9%
広島,644,24965,2.6%
山口,209,10769,1.9%
徳島,149,7130,2.1%
香川,96,12082,0.8%
愛媛,115,4215,2.7%
高知,140,3565,3.9%
,5125,148398,3.5%
佐賀,249,6369,3.9%
長崎,241,20496,1.2%
熊本,726,18138,4.0%
大分,158,18834,0.8%
宮崎,366,8699,4.2%
鹿児島,456,21218,2.1%
沖縄,2826,45857,6.2%
長崎船,149,0,-
合計,90354,2153990,4.2%
