都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,37392,673385,8508,54,28298,1078
青森,2340,43791,297,1,2013,30
岩手,1427,73038,141,2,1243,43
宮城,8840,143558,229,7,8517,83
秋田,755,13668,58,1,685,12
山形,1948,58114,177,5,1730,41
福島,4558,238707,278,15,4139,141
茨城,9690,32520,490,8,9053,147
栃木,6303,261232,353,10,5872,78
群馬,7794,165713,421,18,7236,137
埼玉,43588,873708,1762,44,41044,782
千葉,36965,608335,1048,19,35240,677
東京,160247,2271694,5381,78,152812,2054
神奈川,61144,918476,2125,73,58137,882
新潟,3179,142314,324,7,2819,36
富山,1857,62962,293,8,1529,35
石川,3713,91363,472,13,3138,102
福井,1037,58768,39,1,964,34
山梨,1522,41166,114,1,1390,19
長野,4768,176258,314,9,4439,83
岐阜,8691,236637,755,21,7775,161
静岡,8303,348307,704,5,7463,136
愛知,46439,691532,5646,100,40022,771
三重,4873,123611,351,12,4543,104
滋賀,5037,127933,443,13,4515,79
京都,15686,253529,1002,27,14552,210
大阪,99424,1808981,9274,367,86925,2291
兵庫,39480,454869,2249,100,36073,1166
奈良,7858,150366,339,18,7404,115
和歌山,2612,40060,101,29,2415,43
鳥取,463,72766,33,0,421,2
島根,535,26359,90,4,445,0
岡山,7292,133532,992,31,6022,103
広島,10445,400161,1200,30,8244,126
山口,2902,103923,450,6,2392,60
徳島,1630,58191,59,3,1510,61
香川,1992,76837,132,4,1826,24
愛媛,2706,86132,86,5,2548,72
高知,1423,9494,206,5,1197,20
福岡,33886,743029,4190,71,29067,448
佐賀,2494,49460,172,5,2321,19
長崎,2876,111187,155,6,2657,64
熊本,6182,78168,667,25,5418,97
大分,3333,144941,354,5,2932,47
宮崎,3019,40988,172,2,2800,25
鹿児島,3285,100664,302,3,2954,30
沖縄,16631,217945,2491,76,13998,148
(その他),149,-,0,-,149,-
合計,738713,13638372,55439,1347,668886,12916
