都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2007,54736,97,1,1803,107
青 森,35,2348,0,0,34,1
岩手,23,4057,0,0,23,0
宮城,383,9966,63,0,318,2
秋  田,53,2094,2,0,51,0
山形,78,5094,2,1,76,1
福島,242,19149,45,1,195,2
茨城,632,12251,25,4,590,17
栃木,426,29076,68,1,346,1
群馬,696,20009,111,1,566,19
埼玉,4522,138988,265,7,4157,100
千葉,3746,85235,304,8,3372,70
東京,24843,433070,2015,30,22429,399
神奈川,6588,146306,532,25,5920,136
新潟,168,15002,19,0,149,0
富山,410,11651,5,0,380,25
石川,771,12314,59,0,666,46
福井,244,9620,4,2,228,10
山梨,180,10478,3,1,171,6
長野,303,18446,7,0,301,1
岐阜,611,21921,19,1,582,10
静岡,526,32717,13,1,512,1
愛知,5179,72538,369,13,4727,83
三重,484,12132,80,4,397,7
滋賀,486,11394,19,0,459,8
京都,1710,40610,67,1,1618,25
大阪,10333,176780,587,29,9536,200
兵庫,2624,54134,92,6,2475,57
奈良,560,19870,13,0,538,9
和歌山,238,9188,3,0,228,4
鳥取,36,5397,11,0,25,0
島根,140,5366,2,0,138,0
岡山,150,8110,1,-,147,-
広島,496,20198,23,1,467,3
山口,195,9322,5,1,188,2
徳島,147,6835,17,0,118,9
香川,93,10406,6,0,85,2
愛媛,114,4037,0,0,108,6
高知,137,3428,0,0,133,4
福岡,5017,47045,136,10,4786,95
佐賀,244,5796,2,0,244,0
長崎,236,17828,3,0,230,3
熊本,572,16183,9,0,555,8
大分,158,16202,3,0,153,2
宮崎,344,8534,2,0,342,1
鹿児島,400,18249,17,0,376,12
沖縄,2389,37465,135,7,2213,45
(その他),149,-,0,-,149,-
合計,80118,1731575,5260,156,73304,1539
