都道府県名,陽性者数 検査人数,,%
北海道,16035,284681,5.6%
青森,656,12157,5.4%
岩手,475,17426,2.7%
宮城,3017,44325,6.8%
秋田,219,5856,3.7%
山形,447,12104,3.7%
福島,1483,72466,2.0%
茨城,3941,21335,18.5%
栃木,3340,90157,3.7%
群馬,3375,66127,5.1%
埼玉,21534,394634,5.5%
千葉,18168,273155,6.7%
東京,87914,1195140,7.4%
神奈川,34879,432514,8.1%
新潟,781,33576,2.3%
富山,810,27864,2.9%
石川,1356,36593,3.7%
福井,461,23196,2.0%
山梨,855,14741,5.8%
長野,2028,66982,3.0%
岐阜,3618,87953,4.1%
静岡,3964,124085,3.2%
愛知,21420,269490,7.9%
三重,1822,35367,5.2%
滋賀,1798,49127,3.7%
京都,6877,114039,6.0%
大阪,39051,571165,6.8%
兵庫,13955,174439,8.0%
奈良,2674,60477,4.4%
和歌山,904,19434,4.7%
鳥取,179,30252,0.6%
島根,237,10827,2.2%
岡山,2124,35898,5.9%
広島,4424,107047,4.1%
山口,968,35818,2.7%
徳島,304,18100,1.7%
香川,546,32858,1.7%
愛媛,849,19320,4.4%
高知,791,6441,12.3%
福岡,13623,323459,4.2%
佐賀,812,19559,4.2%
長崎,1263,49959,2.5%
熊本,3029,47125,6.4%
大分,939,55025,1.7%
宮崎,1599,20022,8.0%
鹿児島,1387,49617,2.8%
沖縄,6580,104697,6.3%
長崎船,149,0,-
合計,337660,5596629,6.0%
