都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1503,31704,127,3,1273,103
青 森,32,1531,2,0,29,1
岩手,5,1784,4,0,1,0
宮城,177,6347,24,0,152,1
秋  田,18,1196,2,0,16,0
山形,76,2946,1,0,75,1
福島,91,10434,5,0,86,0
茨城,356,8044,102,1,244,10
栃木,224,15040,50,0,161,0
群馬,208,8921,37,0,152,19
埼玉,2688,75039,588,3,2021,79
千葉,1996,30900,548,6,1397,51
東京,14645,215559,3305,21,11007,333
神奈川,2952,40667,471,14,2381,100
新潟,122,7093,20,0,101,0
富山,266,5746,32,0,212,22
石川,330,3368,20,2,283,27
福井,152,5328,21,1,123,8
山梨,114,7652,24,0,89,1
⾧野,126,9003,34,0,92,-
岐阜,400,11963,149,0,244,7
静岡,342,15742,129,1,212,1
愛知,2535,29046,1569,7,917,37
三重,179,5299,91,0,61,1
滋賀,242,5042,90,2,151,1
京都,903,20598,224,3,658,21
大阪,5141,84749,1498,35,3544,93
兵庫,1423,29623,308,8,1069,46
奈良,293,9920,76,1,215,2
和歌山,173,6714,32,2,136,3
鳥取,21,3868,16,0,5,0
島根,29,3027,1,0,29,0
岡山,103,3270,28,-,69,-
広島,387,13999,109,1,269,3
山口,64,4221,15,0,49,0
徳島,53,2364,29,0,10,1
香川,53,5029,11,0,42,0
愛媛,100,3162,13,1,82,5
高知,82,2344,3,0,76,3
福岡,2479,28362,1073,12,1371,35
佐賀,133,3036,85,0,64,0
⾧崎,144,8429,110,-,32,2
熊本,322,6845,249,0,68,5
大分,76,7572,16,1,59,1
宮崎,195,5806,144,3,51,0
鹿児島,266,11550,76,0,190,2
沖縄,784,11078,598,3,183,7
(その他),149,-,0,-,149,-
合計,43152,830960,12159,131,29900,1032
