都道府県名,陽性者数 検査人数,,%
北海道,19211,386338,5.0%
青森,817,17612,4.6%
岩手,554,27303,2.0%
宮城,3658,69553,5.3%
秋田,269,7095,3.8%
山形,543,27684,2.0%
福島,2007,115252,1.7%
茨城,5860,24954,23.5%
栃木,4120,127864,3.2%
群馬,4545,95718,4.7%
埼玉,29607,560482,5.3%
千葉,26773,413995,6.5%
東京,112345,1558849,7.2%
神奈川,45174,606112,7.5%
新潟,1092,45525,2.4%
富山,905,36844,2.5%
石川,1870,52380,3.6%
福井,545,32386,1.7%
山梨,940,25903,3.6%
長野,2364,100259,2.4%
岐阜,4750,137590,3.5%
静岡,5190,195755,2.7%
愛知,25925,397049,6.5%
三重,2545,63656,4.0%
滋賀,2498,74672,3.3%
京都,9070,157394,5.8%
大阪,47358,805082,5.9%
兵庫,18033,251865,7.2%
奈良,3372,83227,4.1%
和歌山,1164,24620,4.7%
鳥取,210,41830,0.5%
島根,284,15625,1.8%
岡山,2496,66389,3.8%
広島,5031,164408,3.1%
山口,1385,60724,2.3%
徳島,453,26945,1.7%
香川,755,45185,1.7%
愛媛,1065,32556,3.3%
高知,887,7095,12.5%
福岡,18097,448956,4.0%
佐賀,1069,28541,3.7%
長崎,1612,68222,2.4%
熊本,3448,56855,6.1%
大分,1295,80945,1.6%
宮崎,1953,24752,7.9%
鹿児島,1762,68124,2.6%
沖縄,8235,147037,5.6%
長崎船,149,0,-
合計,433290,7907207,5.5%
