都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19211,386338,523,3,17990,687
青森,817,17612,24,1,773,20
岩手,554,27303,2,0,522,30
宮城,3658,69553,110,3,3523,25
秋田,269,7095,1,0,262,6
山形,543,27684,13,0,515,15
福島,2007,115252,155,8,1779,73
茨城,5860,24954,331,5,5414,115
栃木,4120,127864,121,1,3932,67
群馬,4545,95718,190,6,4270,85
埼玉,29607,560482,1210,39,27808,589
千葉,26773,413995,1428,25,24881,464
東京,112345,1558849,2979,52,107947,1419
神奈川,45174,606112,1012,27,43472,690
新潟,1092,45525,71,1,1006,15
富山,905,36844,8,1,869,28
石川,1870,52380,122,6,1710,62
福井,545,32386,3,0,517,25
山梨,940,25903,6,0,917,17
長野,2364,100259,12,0,2343,41
岐阜,4750,137590,142,7,4496,112
静岡,5190,195755,205,0,4892,93
愛知,25925,397049,609,33,24790,526
三重,2545,63656,132,6,2436,55
滋賀,2498,74672,134,4,2317,47
京都,9070,157394,181,2,8744,156
大阪,47358,805082,1018,82,44801,1126
兵庫,18033,251865,381,44,17111,541
奈良,3372,83227,58,5,3267,47
和歌山,1164,24620,9,2,1113,18
鳥取,210,41830,3,0,202,2
島根,284,15625,4,0,280,0
岡山,2496,66389,53,2,2389,32
広島,5031,164408,32,3,4892,102
山口,1385,60724,48,0,1298,39
徳島,453,26945,23,2,414,16
香川,755,45185,19,0,718,18
愛媛,1065,32556,37,2,1005,23
高知,887,7095,4,1,866,17
福岡,18097,448956,501,17,17295,301
佐賀,1069,28541,58,1,1022,8
長崎,1612,68222,29,1,1546,37
熊本,3448,56855,32,3,3343,72
大分,1295,80945,24,0,1250,21
宮崎,1953,24752,22,1,1905,21
鹿児島,1762,68124,27,1,1735,27
沖縄,8235,147037,274,1,7846,120
(その他),149,-,0,-,149,-
合計,433290,7907207,12380,398,412572,8050
