都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,40265,728396,4774,37,34424,1269
青森,2444,47644,98,2,2316,30
岩手,1564,79285,110,0,1408,46
宮城,9012,150559,145,8,8776,84
秋田,761,14046,15,1,727,19
山形,2004,61862,58,3,1900,46
福島,4689,257885,144,4,4390,155
茨城,10027,32980,267,10,9603,157
栃木,6629,271805,251,10,6298,80
群馬,7970,182168,163,9,7659,148
埼玉,44892,914438,1168,37,42910,814
千葉,38220,640675,962,18,36565,693
東京,165598,2375529,3628,51,159828,2142
神奈川,63778,972090,1795,50,61062,921
新潟,3340,154152,144,1,3150,46
富山,1949,68443,83,7,1829,37
石川,3861,106327,148,3,3600,110
福井,1062,61075,21,0,1007,34
山梨,1777,47764,220,2,1537,20
長野,4920,189515,133,2,4771,87
岐阜,9226,253403,401,19,8649,176
静岡,8787,372339,427,6,8217,143
愛知,49445,763178,3157,83,45413,875
三重,5115,134562,224,9,4919,108
滋賀,5385,139236,319,9,4983,83
京都,16290,266837,442,18,15592,227
大阪,101552,1946160,5854,215,92317,2512
兵庫,40406,480047,806,62,38354,1255
奈良,8057,158592,162,9,7775,120
和歌山,2648,41007,25,6,2520,47
鳥取,466,78980,9,0,448,2
島根,548,28600,17,2,531,0
岡山,7533,153838,269,7,7125,120
広島,11133,523290,422,16,10362,150
山口,3058,113166,185,3,2804,69
徳島,1639,61078,18,0,1558,63
香川,2062,81016,72,5,1969,26
愛媛,2736,91432,24,4,2637,75
高知,1645,10508,140,12,1484,21
福岡,34890,783765,1906,45,32438,488
佐賀,2538,52599,47,1,2503,23
長崎,3039,117185,146,1,2825,68
熊本,6386,80173,209,11,6069,108
大分,3460,156541,98,3,3303,59
宮崎,3056,43591,36,2,2983,27
鹿児島,3554,106924,206,2,3340,33
沖縄,19247,231850,2287,85,16810,156
(その他),149,-,0,-,149,-
合計,768812,14626535,32235,890,721837,13972
