都道府県名,陽性者数 検査人数,,%
北海道,25204,543551,4.6%
青森,1663,33580,5.0%
岩手,1011,57247,1.8%
宮城,8191,160246,5.1%
秋田,536,10180,5.3%
山形,1571,47885,3.3%
福島,3608,190845,1.9%
茨城,8384,29913,28.0%
栃木,5468,217832,2.5%
群馬,6014,137279,4.4%
埼玉,38875,765421,5.1%
千葉,33879,549624,6.2%
東京,142943,2042576,7.0%
神奈川,54645,805963,6.8%
新潟,2432,110382,2.2%
富山,1376,51908,2.7%
石川,2639,71843,3.7%
福井,915,49538,1.8%
山梨,1239,35312,3.5%
長野,3975,147408,2.7%
岐阜,6208,191354,3.2%
静岡,6637,293084,2.3%
愛知,34704,557541,6.2%
三重,3958,98154,4.0%
滋賀,3945,107671,3.7%
京都,12956,218617,5.9%
大阪,85903,1477739,5.8%
兵庫,33260,390382,8.5%
奈良,6574,125853,5.2%
和歌山,2281,34966,6.5%
鳥取,377,62070,0.6%
島根,365,19437,1.9%
岡山,4404,95544,4.6%
広島,6297,267317,2.4%
山口,1925,82172,2.3%
徳島,1421,45131,3.1%
香川,1362,63106,2.2%
愛媛,2439,62905,3.9%
高知,1097,8405,13.1%
福岡,24718,618356,4.0%
佐賀,1739,39696,4.4%
長崎,2263,93539,2.4%
熊本,4324,66663,6.5%
大分,2099,114417,1.8%
宮崎,2246,30480,7.4%
鹿児島,2358,81722,2.9%
沖縄,12778,193823,6.6%
長崎船,149,0,-
合計,613355,11498677,5.3%
