都道府県名,陽性者数 検査人数,,%
北海道,1734,41417,4.2%
青森,35,1958,1.8%
岩手,19,2859,0.7%
宮城,192,7583,2.5%
秋田,48,1720,2.8%
山形,77,3091,2.5%
福島,146,13844,1.1%
茨城,532,10384,5.1%
栃木,295,21315,1.4%
群馬,426,13266,3.2%
埼玉,3750,102709,3.7%
千葉,2922,52584,5.6%
東京,20096,307109,6.5%
神奈川,4667,108862,4.3%
新潟,140,12207,1.1%
富山,368,7363,5.0%
石川,605,7608,8.0%
福井,190,6917,2.7%
山梨,172,9359,1.8%
長野,200,13037,1.5%
岐阜,551,17549,3.1%
静岡,469,24082,1.9%
愛知,4323,49574,8.7%
三重,354,9386,3.8%
滋賀,428,8427,5.1%
京都,1374,29424,4.7%
大阪,8233,128100,6.4%
兵庫,2187,42080,5.2%
奈良,506,12972,3.9%
和歌山,228,8459,2.7%
鳥取,22,4516,0.5%
島根,137,4764,2.9%
岡山,143,5880,2.4%
広島,453,17316,2.6%
山口,141,6195,2.3%
徳島,124,5214,2.4%
香川,74,7665,1.0%
愛媛,114,3740,3.0%
高知,118,2836,4.2%
福岡,4282,39106,10.9%
佐賀,229,4711,4.9%
長崎,219,13500,1.6%
熊本,491,10721,4.6%
大分,144,11614,1.2%
宮崎,330,7874,4.2%
鹿児島,351,14880,2.4%
沖縄,2013,23690,8.5%
長崎船,149,0,-
合計,64801,1259467,5.1%
