都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2763,75383,292,3,2363,108
青 森,175,4043,114,3,60,1
岩手,27,5134,4,0,23,0
宮城,572,13206,61,1,509,2
秋  田,61,2448,2,0,59,0
山形,84,5761,4,0,79,1
福島,386,27446,62,3,318,6
茨城,741,13525,27,2,696,18
栃木,477,35148,27,0,450,1
群馬,867,27802,96,5,743,19
埼玉,5619,174268,407,9,5107,105
千葉,4811,119909,398,10,4336,77
東京,30033,567880,1697,28,27889,447
神奈川,8369,187119,546,25,7661,162
新潟,182,17333,3,0,179,0
富山,422,14261,0,0,396,26
石川,799,16229,13,0,737,49
福井,256,10775,5,0,240,11
山梨,203,11373,3,0,194,6
長野,330,22077,11,1,319,4
岐阜,672,26080,34,1,627,11
静岡,588,40885,15,0,571,2
愛知,5853,93722,262,10,5499,92
三重,555,15427,12,2,536,7
滋賀,538,13730,19,0,510,9
京都,1958,50753,87,0,1841,30
大阪,12046,224311,611,23,11184,234
兵庫,3126,66255,119,17,2925,61
奈良,625,23806,23,2,593,9
和歌山,272,10252,17,2,247,4
鳥取,35,5582,0,0,35,0
島根,140,6123,0,0,140,0
岡山,203,10217,22,1,162,1
広島,655,26568,18,0,632,5
山口,213,11543,5,1,206,2
徳島,164,7410,15,0,144,9
香川,101,12994,4,0,95,2
愛媛,116,4293,0,0,110,6
高知,142,3610,2,0,136,4
福岡,5179,158020,63,4,5015,101
佐賀,254,6917,4,0,252,0
長崎,242,21632,2,0,237,3
熊本,768,19032,46,0,709,8
大分,159,20109,0,0,156,3
宮崎,366,8741,1,0,365,1
鹿児島,463,21698,7,0,456,12
沖縄,3165,53366,343,9,2768,58
(その他),149,-,0,-,149,-
合計,95924,2314196,5503,162,88658,1717
