都道府県名,陽性者数 検査人数,,%
北海道,39309,706189,5.6%
青森,2415,46034,5.2%
岩手,1490,77111,1.9%
宮城,8964,146981,6.1%
秋田,760,13808,5.5%
山形,1990,60292,3.3%
福島,4632,250222,1.9%
茨城,9891,32792,30.2%
栃木,6475,267236,2.4%
群馬,7912,177391,4.5%
埼玉,44366,896772,4.9%
千葉,37675,625648,6.0%
東京,163329,2326889,7.0%
神奈川,62566,945347,6.6%
新潟,3289,148908,2.2%
富山,1916,65994,2.9%
石川,3824,100254,3.8%
福井,1053,60120,1.8%
山梨,1576,44960,3.5%
長野,4864,183346,2.7%
岐阜,9086,246442,3.7%
静岡,8587,361571,2.4%
愛知,48377,731903,6.6%
三重,5034,129213,3.9%
滋賀,5281,134029,3.9%
京都,16056,260065,6.2%
大阪,100720,1881156,5.4%
兵庫,40064,468138,8.6%
奈良,8000,154880,5.2%
和歌山,2635,40706,6.5%
鳥取,466,74547,0.6%
島根,545,27832,2.0%
岡山,7464,148791,5.0%
広島,10932,508069,2.2%
山口,2991,108624,2.8%
徳島,1636,59762,2.7%
香川,2033,79279,2.6%
愛媛,2726,89403,3.0%
高知,1572,10201,15.4%
福岡,34564,766009,4.5%
佐賀,2528,51488,4.9%
長崎,2979,114285,2.6%
熊本,6328,79507,8.0%
大分,3432,150913,2.3%
宮崎,3046,43344,7.0%
鹿児島,3482,103647,3.4%
沖縄,18316,224918,8.1%
長崎船,149,0,-
合計,757325,14225016,5.3%
