都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1712,39570,137,2,1472,103
青 森,33,1894,0,0,32,1
岩手,12,2615,6,0,6,0
宮城,192,7463,10,0,180,2
秋  田,45,1687,6,0,39,0
山形,77,3075,1,0,76,1
福島,128,13162,32,0,96,0
茨城,507,10068,75,2,421,11
栃木,289,20335,32,2,259,1
群馬,384,12076,116,0,249,19
埼玉,3592,98861,576,12,2930,86
千葉,2801,50562,469,9,2273,59
東京,19428,291053,3049,38,16027,352
神奈川,4459,103553,667,22,3684,108
新潟,139,11807,11,0,128,0
富山,342,7097,65,3,260,23
石川,573,6665,159,2,383,31
福井,164,6462,11,0,145,8
山梨,167,9157,37,0,129,1
長野,183,12334,37,1,149,-
岐阜,543,16688,45,5,489,9
静岡,446,22444,56,2,389,1
愛知,4187,47113,1109,26,3021,57
三重,342,8768,84,2,255,2
滋賀,401,8023,100,1,297,4
京都,1319,28036,259,2,1039,21
大阪,7901,121086,1602,67,6162,131
兵庫,2129,40388,278,14,1802,49
奈良,492,12714,130,2,359,3
和歌山,227,8328,34,0,186,4
鳥取,22,4472,5,0,17,0
島根,135,4622,62,0,73,0
岡山,141,5880,16,-,110,-
広島,451,16987,28,1,420,3
山口,114,5786,38,1,76,0
徳島,109,4923,57,1,43,1
香川,71,7184,10,0,60,1
愛媛,114,3696,10,0,98,6
高知,109,2763,15,1,91,3
福岡,4118,38026,886,16,3182,50
佐賀,224,4522,42,0,182,0
長崎,204,12602,29,-,36,3
熊本,471,10146,97,3,360,7
大分,140,10958,46,0,93,1
宮崎,321,7669,80,0,241,1
鹿児島,346,14360,66,2,265,9
沖縄,1911,22650,531,13,1361,23
(その他),149,-,0,-,149,-
合計,62364,1200330,11211,252,49794,1195
