都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41658,796567,500,14,39725,1411
青森,2538,52103,52,0,2455,31
岩手,1754,88085,86,1,1621,47
宮城,9247,160164,120,1,9021,90
秋田,929,16100,56,1,853,20
山形,2032,67236,16,1,1969,47
福島,5029,288230,167,4,4701,161
茨城,10730,33825,241,6,10323,166
栃木,7192,310392,201,9,6909,82
群馬,8066,198427,36,3,7876,154
埼玉,47469,991949,1416,23,45218,835
千葉,41478,710685,1218,16,39545,715
東京,179252,2588450,5685,60,171321,2246
神奈川,69262,1067857,1973,33,66330,959
新潟,3457,176747,71,0,3334,52
富山,2056,75836,23,1,1995,38
石川,3994,125567,67,1,3808,115
福井,1347,71074,101,1,1211,35
山梨,2139,58651,55,0,2063,21
長野,5054,211667,39,0,4999,93
岐阜,9480,276650,53,4,9240,187
静岡,9502,416933,275,6,9075,152
愛知,51380,851450,600,12,49802,978
三重,5306,145510,73,3,5259,113
滋賀,5599,156635,70,3,5439,90
京都,16728,289333,149,5,16314,246
大阪,104339,2216829,1360,125,99489,2690
兵庫,41113,518152,276,15,39528,1309
奈良,8414,173592,126,7,8156,132
和歌山,2700,42385,21,3,2572,49
鳥取,494,85646,28,0,457,2
島根,556,32023,3,0,551,2
岡山,7605,165308,25,4,7439,126
広島,11551,561085,80,8,11283,176
山口,3169,124469,44,1,3045,80
徳島,1658,66024,4,0,1591,63
香川,2106,87860,13,1,2067,31
愛媛,2755,97182,4,2,2676,75
高知,1877,11737,66,5,1784,27
福岡,35781,849922,354,10,34863,523
佐賀,2570,58356,19,0,2563,24
長崎,3223,127929,59,0,3096,69
熊本,6494,82372,28,1,6347,119
大分,3501,172925,18,0,3419,64
宮崎,3107,44725,22,0,3048,27
鹿児島,3716,113060,52,1,3660,39
沖縄,21200,257125,684,50,20321,201
(その他),149,-,0,-,149,-
合計,810756,16114829,16629,441,778510,14912
