都道府県名,陽性者数 検査人数,,%
北海道,41658,796567,5.2%
青森,2538,52103,4.9%
岩手,1754,88085,2.0%
宮城,9247,160164,5.8%
秋田,929,16100,5.8%
山形,2032,67236,3.0%
福島,5029,288230,1.7%
茨城,10730,33825,31.7%
栃木,7192,310392,2.3%
群馬,8066,198427,4.1%
埼玉,47469,991949,4.8%
千葉,41478,710685,5.8%
東京,179252,2588450,6.9%
神奈川,69262,1067857,6.5%
新潟,3457,176747,2.0%
富山,2056,75836,2.7%
石川,3994,125567,3.2%
福井,1347,71074,1.9%
山梨,2139,58651,3.6%
長野,5054,211667,2.4%
岐阜,9480,276650,3.4%
静岡,9502,416933,2.3%
愛知,51380,851450,6.0%
三重,5306,145510,3.6%
滋賀,5599,156635,3.6%
京都,16728,289333,5.8%
大阪,104339,2216829,4.7%
兵庫,41113,518152,7.9%
奈良,8414,173592,4.8%
和歌山,2700,42385,6.4%
鳥取,494,85646,0.6%
島根,556,32023,1.7%
岡山,7605,165308,4.6%
広島,11551,561085,2.1%
山口,3169,124469,2.5%
徳島,1658,66024,2.5%
香川,2106,87860,2.4%
愛媛,2755,97182,2.8%
高知,1877,11737,16.0%
福岡,35781,849922,4.2%
佐賀,2570,58356,4.4%
長崎,3223,127929,2.5%
熊本,6494,82372,7.9%
大分,3501,172925,2.0%
宮崎,3107,44725,6.9%
鹿児島,3716,113060,3.3%
沖縄,21200,257125,8.2%
長崎船,149,0,-
合計,810756,16114829,5.0%
