都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18674,361220,798,13,17306,647
青森,812,16995,64,2,730,18
岩手,543,23307,28,1,486,29
宮城,3523,49814,80,5,3420,23
秋田,269,6949,13,0,250,6
山形,535,16960,18,0,502,15
福島,1861,102532,116,5,1681,64
茨城,5476,24664,357,14,5019,100
栃木,4005,119101,184,8,3761,60
群馬,4338,87343,235,6,4020,83
埼玉,28309,521097,2113,40,25701,495
千葉,25144,379314,2018,25,22743,383
東京,108782,1464411,4370,84,103202,1210
神奈川,43725,561659,1270,35,41826,629
新潟,1024,41328,80,1,930,14
富山,895,34715,20,4,848,27
石川,1743,47365,215,3,1515,60
福井,537,30156,19,1,493,25
山梨,933,23510,19,2,898,16
長野,2352,93982,29,0,2314,41
岐阜,4641,125346,235,9,4310,96
静岡,4927,175279,195,1,4640,92
愛知,25391,370373,1073,34,23826,492
三重,2440,56417,162,11,2230,48
滋賀,2353,66308,145,5,2168,40
京都,8957,148791,459,4,8370,147
大阪,46336,741448,1475,110,43347,1082
兵庫,17660,233267,668,56,16492,500
奈良,3313,78089,143,4,3126,44
和歌山,1156,24080,40,3,1075,17
鳥取,207,38653,2,0,200,2
島根,280,14340,4,0,276,0
岡山,2460,60138,96,5,2300,26
広島,4985,147177,111,7,4759,99
山口,1366,55951,109,1,1222,35
徳島,444,24873,54,1,374,16
香川,729,42636,39,1,672,18
愛媛,1032,29710,29,1,981,22
高知,884,7088,20,1,847,17
福岡,17555,421872,1080,26,16224,251
佐賀,995,26455,24,0,985,7
長崎,1588,64616,68,3,1486,36
熊本,3429,56129,68,9,3284,71
大分,1276,75217,65,0,1191,20
宮崎,1940,24604,55,0,1857,21
鹿児島,1742,64545,92,4,1647,24
沖縄,8047,140309,313,2,7635,104
(その他),149,-,0,-,149,-
合計,419762,7320133,18870,547,393318,7272
