都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,28752,578371,3781,29,23506,919
青森,1895,37534,305,4,1563,27
岩手,1154,63890,186,3,929,39
宮城,8457,126945,399,13,7975,75
秋田,650,11973,158,0,483,9
山形,1659,51384,146,5,1476,37
福島,4114,205383,642,24,3343,129
茨城,8817,31217,511,15,8170,136
栃木,5731,225762,304,4,5353,74
群馬,7037,150259,753,16,6173,111
埼玉,40837,806877,2849,48,37230,758
千葉,35043,576723,1415,20,32978,650
東京,150071,2128798,7337,84,140796,1938
神奈川,56909,856384,2230,52,53832,847
新潟,2743,122383,394,3,2322,27
富山,1451,55310,142,5,1277,32
石川,3084,76895,605,16,2385,92
福井,972,54020,83,0,855,34
山梨,1364,36365,133,1,1214,19
長野,4228,158481,326,9,3884,72
岐阜,7171,207313,1004,11,6025,142
静岡,7130,317307,636,5,6365,129
愛知,38385,603931,4988,57,32737,660
三重,4310,104528,533,11,3788,95
滋賀,4361,112841,559,8,3734,68
京都,14076,231375,1457,29,12490,195
大阪,92794,1591395,20870,381,69147,1868
兵庫,36311,414476,4559,95,30934,818
奈良,7208,137375,850,24,6265,93
和歌山,2442,36563,225,44,2144,35
鳥取,407,66331,38,1,360,2
島根,401,21314,40,1,361,0
岡山,5614,108427,863,20,3492,49
広島,7509,321772,823,16,6076,111
山口,2279,92132,448,6,1781,50
徳島,1542,49340,199,7,1289,54
香川,1712,67992,400,4,1294,23
愛媛,2587,70321,227,8,2296,64
高知,1139,8627,53,3,1066,20
福岡,28744,662287,5022,67,22845,380
佐賀,2127,43681,377,3,1685,15
長崎,2649,100626,546,13,2059,47
熊本,5024,70545,771,18,4169,84
大分,2666,125684,749,5,1886,31
宮崎,2734,35688,479,5,2221,25
鹿児島,2762,90336,469,2,2241,28
沖縄,13487,200489,1260,14,12093,140
(その他),149,-,0,-,149,-
合計,662688,12247650,71144,1209,576736,11251
