都道府県名,陽性者数 検査人数,,%
北海道,18493,351821,5.3%
青森,805,16347,4.9%
岩手,521,22490,2.3%
宮城,3498,49684,7.0%
秋田,269,6879,3.9%
山形,534,16510,3.2%
福島,1833,97855,1.9%
茨城,5372,24378,22.0%
栃木,3962,117669,3.4%
群馬,4265,83749,5.1%
埼玉,27764,503852,5.5%
千葉,24584,371396,6.6%
東京,106505,1423473,7.5%
神奈川,43264,542742,8.0%
新潟,1005,40354,2.5%
富山,887,33471,2.7%
石川,1682,45716,3.7%
福井,530,28950,1.8%
山梨,919,14741,6.2%
長野,2345,90739,2.6%
岐阜,4577,119648,3.8%
静岡,4845,164992,2.9%
愛知,25128,353866,7.1%
三重,2389,56417,4.2%
滋賀,2316,64703,3.6%
京都,8846,143753,6.2%
大阪,45947,720445,6.4%
兵庫,17470,226475,7.7%
奈良,3268,75362,4.3%
和歌山,1147,23811,4.8%
鳥取,207,37425,0.6%
島根,280,13515,2.1%
岡山,2445,60138,4.1%
広島,4939,139356,3.5%
山口,1354,52858,2.6%
徳島,426,23983,1.8%
香川,721,41673,1.7%
愛媛,1029,29642,3.5%
高知,876,7038,12.4%
福岡,17327,408188,4.2%
佐賀,995,25949,3.8%
長崎,1580,63103,2.5%
熊本,3403,55648,6.1%
大分,1262,72664,1.7%
宮崎,1906,24475,7.8%
鹿児島,1724,61770,2.8%
沖縄,7990,136508,5.9%
長崎船,149,0,-
合計,413583,7086221,5.8%
