都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18493,351821,846,14,17022,639
青森,805,16347,79,0,709,17
岩手,521,22490,16,1,476,29
宮城,3498,49684,82,5,3393,23
秋田,269,6879,26,0,238,5
山形,534,16510,28,0,491,15
福島,1833,97855,124,10,1645,64
茨城,5372,24378,413,16,4865,94
栃木,3962,117669,220,9,3684,58
群馬,4265,83749,264,9,3922,79
埼玉,27764,503852,2706,42,24596,462
千葉,24584,371396,2799,30,21437,348
東京,106505,1423473,5204,103,100170,1131
神奈川,43264,542742,1477,42,41190,597
新潟,1005,40354,83,1,909,13
富山,887,33471,18,3,842,27
石川,1682,45716,235,1,1449,60
福井,530,28950,26,2,479,25
山梨,919,14741,18,1,885,16
長野,2345,90739,54,1,2279,39
岐阜,4577,119648,294,11,4192,91
静岡,4845,164992,202,1,4551,92
愛知,25128,353866,1259,36,23394,475
三重,2389,56417,180,11,2167,42
滋賀,2316,64703,158,5,2119,39
京都,8846,143753,673,5,8103,144
大阪,45947,720445,1934,140,42523,1054
兵庫,17470,226475,873,67,16119,478
奈良,3268,75362,149,5,3076,43
和歌山,1147,23811,56,8,1052,16
鳥取,207,37425,10,0,192,2
島根,280,13515,9,1,271,0
岡山,2445,60138,96,5,2300,26
広島,4939,139356,113,6,4718,99
山口,1354,52858,145,1,1174,35
徳島,426,23983,44,3,367,15
香川,721,41673,51,2,653,17
愛媛,1029,29642,50,1,957,22
高知,876,7038,17,1,842,17
福岡,17327,408188,1456,32,15637,234
佐賀,995,25949,39,1,971,6
長崎,1580,63103,101,2,1412,35
熊本,3403,55648,97,15,3243,67
大分,1262,72664,86,0,1158,18
宮崎,1906,24475,96,2,1775,20
鹿児島,1724,61770,89,5,1627,21
沖縄,7990,136508,379,2,7515,101
(その他),149,-,0,-,149,-
合計,413583,7086221,23374,658,382938,6950
