都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41596,793618,603,17,39685,1411
青森,2531,51918,52,0,2448,31
岩手,1746,87769,84,1,1615,47
宮城,9222,159859,103,2,9016,90
秋田,918,16058,56,1,842,20
山形,2030,67124,14,1,1969,47
福島,5012,287016,163,4,4688,161
茨城,10704,33776,234,6,10304,166
栃木,7173,309466,218,8,6873,82
群馬,8060,197785,37,3,7869,154
埼玉,47314,988591,1337,21,45144,833
千葉,41278,706788,1172,16,39393,713
東京,178356,2577996,5360,62,170752,2244
神奈川,68940,1063609,1862,31,66122,956
新潟,3448,175819,62,0,3334,52
富山,2051,75161,19,1,1994,38
石川,3981,124978,54,1,3808,115
福井,1341,70963,110,1,1196,35
山梨,2135,58651,54,0,2060,21
長野,5049,211143,38,0,4994,93
岐阜,9476,275656,52,3,9237,187
静岡,9468,414845,259,5,9057,152
愛知,51295,848367,578,12,49741,976
三重,5296,145510,65,3,5258,112
滋賀,5588,156249,61,3,5437,90
京都,16709,288597,137,5,16302,246
大阪,104214,2204082,1352,146,99390,2687
兵庫,41077,516250,258,16,39511,1309
奈良,8401,172997,132,8,8137,132
和歌山,2697,42299,18,3,2572,49
鳥取,494,85283,27,0,457,2
島根,555,31436,2,0,551,2
岡山,7603,165308,25,4,7439,126
広島,11545,561085,87,8,11270,176
山口,3163,124469,45,1,3038,80
徳島,1658,65977,4,0,1591,63
香川,2104,87464,13,2,2065,31
愛媛,2755,97176,4,2,2676,75
高知,1868,11684,67,6,1774,27
福岡,35740,847236,345,13,34829,523
佐賀,2569,58164,18,0,2563,24
長崎,3219,127564,59,0,3092,69
熊本,6494,82372,32,1,6343,119
大分,3496,172256,13,0,3419,64
宮崎,3104,44704,21,0,3046,27
鹿児島,3712,112623,53,1,3653,39
沖縄,21165,256385,768,46,20207,196
(その他),149,-,0,-,149,-
合計,808499,16054126,16127,464,776910,14892
