都道府県名,陽性者数 検査人数,,%
北海道,36527,660066,5.5%
青森,2283,42806,5.3%
岩手,1396,72037,1.9%
宮城,8801,142559,6.2%
秋田,755,13666,5.5%
山形,1932,57879,3.3%
福島,4527,234954,1.9%
茨城,9593,32392,29.6%
栃木,6226,259437,2.4%
群馬,7740,165092,4.7%
埼玉,43328,867443,5.0%
千葉,36749,606252,6.1%
東京,159094,2253831,7.1%
神奈川,60626,914172,6.6%
新潟,3142,140295,2.2%
富山,1818,62481,2.9%
石川,3650,87172,4.2%
福井,1034,58506,1.8%
山梨,1506,41166,3.7%
長野,4734,175113,2.7%
岐阜,8567,233932,3.7%
静岡,8186,343167,2.4%
愛知,45664,685651,6.7%
三重,4803,116606,4.1%
滋賀,4945,125228,3.9%
京都,15592,251466,6.2%
大阪,98919,1775645,5.6%
兵庫,39224,450621,8.7%
奈良,7822,149816,5.2%
和歌山,2594,39602,6.6%
鳥取,462,72444,0.6%
島根,526,26359,2.0%
岡山,7185,108427,6.6%
広島,9871,400161,2.5%
山口,2865,103923,2.8%
徳島,1627,57573,2.8%
香川,1976,75912,2.6%
愛媛,2695,81604,3.3%
高知,1375,9323,14.7%
福岡,33505,734425,4.6%
佐賀,2471,48692,5.1%
長崎,2857,110245,2.6%
熊本,6084,77356,7.9%
大分,3291,142879,2.3%
宮崎,3008,40697,7.4%
鹿児島,3229,99540,3.2%
沖縄,15983,214152,7.5%
長崎船,149,0,-
合計,730936,13462765,5.4%
