都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19388,394409,561,5,18138,691
青森,820,17718,24,0,776,20
岩手,555,27687,2,0,523,30
宮城,3735,70805,156,5,3554,25
秋田,269,7096,1,0,262,6
山形,543,27916,12,0,516,15
福島,2071,118077,191,8,1800,80
茨城,5969,25001,339,6,5514,116
栃木,4157,130365,111,1,3978,68
群馬,4595,96668,198,4,4310,87
埼玉,29934,569518,1323,39,27993,618
千葉,27124,424387,1396,20,25253,475
東京,113218,1579922,2892,51,108864,1462
神奈川,45555,612720,1044,27,43797,714
新潟,1110,45953,74,2,1021,15
富山,907,37151,9,1,870,28
石川,1877,53499,93,7,1742,62
福井,545,32587,2,0,518,25
山梨,941,27101,4,0,920,17
長野,2369,101091,17,0,2343,41
岐阜,4771,140292,129,11,4530,112
静岡,5231,206239,187,0,4947,97
愛知,26098,403390,579,29,24981,538
三重,2564,67122,110,5,2475,57
滋賀,2546,75787,150,4,2349,47
京都,9079,159089,154,2,8781,158
大阪,47594,828199,923,75,45126,1134
兵庫,18130,257318,362,36,17212,556
奈良,3396,84240,66,6,3283,47
和歌山,1167,24736,9,0,1116,18
鳥取,210,42239,2,0,203,2
島根,284,16183,1,0,283,0
岡山,2518,69524,44,1,2419,33
広島,5037,166610,31,1,4899,103
山口,1385,60724,35,0,1309,41
徳島,461,27444,26,2,419,16
香川,758,45936,14,0,726,18
愛媛,1066,34001,23,1,1019,24
高知,902,7175,18,2,866,18
福岡,18196,456576,427,17,17466,303
佐賀,1078,28780,52,1,1036,9
長崎,1612,69383,11,0,1564,37
熊本,3455,56893,32,1,3347,72
大分,1297,82515,20,0,1255,22
宮崎,1953,24794,16,1,1930,21
鹿児島,1762,68566,16,1,1746,27
沖縄,8306,148848,269,1,7922,120
(その他),149,-,0,-,149,-
合計,436687,8052274,12155,373,416050,8225
