都道府県名,陽性者数 検査人数,,%
北海道,19388,394409,4.9%
青森,820,17718,4.6%
岩手,555,27687,2.0%
宮城,3735,70805,5.3%
秋田,269,7096,3.8%
山形,543,27916,1.9%
福島,2071,118077,1.8%
茨城,5969,25001,23.9%
栃木,4157,130365,3.2%
群馬,4595,96668,4.8%
埼玉,29934,569518,5.3%
千葉,27124,424387,6.4%
東京,113218,1579922,7.2%
神奈川,45555,612720,7.4%
新潟,1110,45953,2.4%
富山,907,37151,2.4%
石川,1877,53499,3.5%
福井,545,32587,1.7%
山梨,941,27101,3.5%
長野,2369,101091,2.3%
岐阜,4771,140292,3.4%
静岡,5231,206239,2.5%
愛知,26098,403390,6.5%
三重,2564,67122,3.8%
滋賀,2546,75787,3.4%
京都,9079,159089,5.7%
大阪,47594,828199,5.7%
兵庫,18130,257318,7.0%
奈良,3396,84240,4.0%
和歌山,1167,24736,4.7%
鳥取,210,42239,0.5%
島根,284,16183,1.8%
岡山,2518,69524,3.6%
広島,5037,166610,3.0%
山口,1385,60724,2.3%
徳島,461,27444,1.7%
香川,758,45936,1.7%
愛媛,1066,34001,3.1%
高知,902,7175,12.6%
福岡,18196,456576,4.0%
佐賀,1078,28780,3.7%
長崎,1612,69383,2.3%
熊本,3455,56893,6.1%
大分,1297,82515,1.6%
宮崎,1953,24794,7.9%
鹿児島,1762,68566,2.6%
沖縄,8306,148848,5.6%
長崎船,149,0,-
合計,436687,8052274,5.4%
