都道府県名,陽性者数 検査人数,,%
北海道,40943,754446,5.4%
青森,2453,48819,5.0%
岩手,1632,81797,2.0%
宮城,9064,153093,5.9%
秋田,765,14175,5.4%
山形,2020,63506,3.2%
福島,4764,268358,1.8%
茨城,10254,33068,31.0%
栃木,6776,278541,2.4%
群馬,7999,186476,4.3%
埼玉,45459,937191,4.9%
千葉,39070,658435,5.9%
東京,168709,2432712,6.9%
神奈川,65302,997435,6.5%
新潟,3384,160722,2.1%
富山,2006,70118,2.9%
石川,3911,117381,3.3%
福井,1096,62639,1.7%
山梨,1881,50098,3.8%
長野,4961,194537,2.6%
岐阜,9357,261648,3.6%
静岡,9012,385907,2.3%
愛知,50273,790726,6.4%
三重,5182,137890,3.8%
滋賀,5485,144605,3.8%
京都,16449,274855,6.0%
大阪,102334,2030368,5.0%
兵庫,40682,491283,8.3%
奈良,8145,162259,5.0%
和歌山,2657,41350,6.4%
鳥取,466,80799,0.6%
島根,551,29236,1.9%
岡山,7577,158467,4.8%
広島,11353,534171,2.1%
山口,3101,116931,2.7%
徳島,1650,62949,2.6%
香川,2083,83288,2.5%
愛媛,2749,93663,2.9%
高知,1715,10852,15.8%
福岡,35185,804791,4.4%
佐賀,2546,54700,4.7%
長崎,3106,120436,2.6%
熊本,6432,81073,7.9%
大分,3480,162029,2.1%
宮崎,3067,43842,7.0%
鹿児島,3632,108991,3.3%
沖縄,20064,242376,8.3%
長崎船,149,0,-
合計,780931,15073032,5.2%
