都道府県名,陽性者数 検査人数,,%
北海道,2518,69832,3.6%
青森,104,3071,3.4%
,26,4874,0.5%
宮城,524,12291,4.3%
秋田,59,2361,2.5%
山形,81,5338,1.5%
福島,362,24897,1.5%
茨城,728,13174,5.5%
栃木,465,34469,1.3%
群馬,774,26336,2.9%
埼玉,5371,163381,3.3%
千葉,4530,111109,4.1%
東京,28971,535672,5.4%
神奈川,7942,178657,4.4%
新潟,180,16849,1.1%
富山,423,13903,3.0%
石川,795,15397,5.2%
福井,256,10331,2.5%
山梨,199,11173,1.8%
長野,326,20863,1.6%
岐阜,642,24987,2.6%
静岡,575,39100,1.5%
,5664,88963,6.4%
三重,549,14646,3.7%
滋賀,524,13298,3.9%
京都,1907,48126,4.0%
大阪,11514,212793,5.4%
,2995,63557,4.7%
奈良,613,23057,2.7%
和歌山,255,9924,2.6%
鳥取,36,5548,0.6%
島根,140,6023,2.3%
岡山,173,8654,2.0%
広島,649,25370,2.6%
山口,209,10947,1.9%
徳島,158,7188,2.2%
香川,99,12432,0.8%
愛媛,116,4240,2.7%
高知,140,3586,3.9%
,5139,150735,3.4%
佐賀,252,6545,3.9%
長崎,241,20757,1.2%
熊本,744,18430,4.0%
大分,159,19203,0.8%
宮崎,366,8703,4.2%
鹿児島,463,21290,2.2%
沖縄,2918,47630,6.1%
長崎船,149,0,-
合計,92023,2189710,4.2%
