都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,9852,168206,2217,24,7394,241
青森,330,7261,51,2,273,6
岩手,220,10109,66,3,150,4
宮城,1293,19898,150,5,1133,10
秋田,90,3689,4,0,85,1
山形,173,8120,47,1,125,1
福島,530,41884,63,5,459,8
茨城,1832,17334,395,17,1414,23
栃木,749,57257,170,10,579,2
群馬,1388,39174,259,5,1090,22
埼玉,9321,250151,1592,29,7573,156
千葉,7466,172106,832,14,6542,92
東京,43704,797901,4588,54,38605,511
神奈川,13639,265968,1227,65,12199,213
新潟,356,23178,82,0,274,0
富山,462,17786,16,0,420,26
石川,872,23273,28,0,794,50
福井,321,15731,15,2,295,11
山梨,381,13645,61,0,311,9
⾧野,803,33056,112,3,657,6
岐阜,1245,43971,250,2,981,14
静岡,1827,61478,570,10,1243,14
愛知,11157,143080,1865,28,9163,129
三重,950,22079,190,5,751,9
滋賀,816,29135,68,1,737,11
京都,2736,68469,217,7,2480,39
大阪,22507,350264,4421,141,17714,353
兵庫,6320,103474,800,39,5426,94
奈良,1306,35104,261,7,1032,13
和歌山,503,14074,76,6,409,7
鳥取,63,18057,6,0,56,0
島根,155,7158,9,1,146,0
岡山,657,20802,140,5,468,11
広島,1023,35884,203,6,800,6
山口,410,19028,51,3,353,2
徳島,185,7925,6,1,170,9
香川,163,18038,33,0,127,3
愛媛,345,8520,101,5,237,6
高知,233,4061,61,0,150,4
福岡,6060,210854,387,9,5564,109
佐賀,337,10504,41,0,298,2
⾧崎,273,28194,16,0,257,3
熊本,1085,25055,77,7,969,13
大分,397,30105,151,1,243,3
宮崎,557,10314,97,1,460,1
鹿児島,637,28192,35,1,602,13
沖縄,4574,75749,428,5,4077,74
(その他),149,-,0,-,149,-
合計,160452,3415295,22535,530,135434,2334
