都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17010,307606,1383,17,15052,585
青森,695,12951,53,2,631,11
岩手,495,19489,33,1,436,26
宮城,3319,47540,435,8,2862,22
秋田,253,6342,49,1,203,1
山形,473,13706,38,2,422,13
福島,1678,80564,291,11,1347,40
茨城,4543,22774,774,16,3713,56
栃木,3653,102263,796,20,2857,40
群馬,3701,72167,356,11,3278,67
埼玉,24094,435442,4604,79,19170,320
千葉,21134,310216,5347,54,15563,224
東京,96507,1278331,16120,159,79560,827
神奈川,39159,479033,3797,105,34939,423
新潟,868,36010,120,2,748,9
富山,849,29646,57,4,765,27
石川,1442,39478,163,3,1256,57
福井,504,25952,76,3,412,16
山梨,898,14741,64,4,821,13
長野,2239,78608,244,2,1984,32
岐阜,4088,100416,528,14,3493,67
静岡,4384,150870,756,9,3554,74
愛知,23141,300533,2705,67,20061,375
三重,2100,42391,392,6,1679,29
滋賀,2057,53599,398,12,1632,27
京都,7963,123620,1468,16,6457,107
大阪,42427,625938,5632,182,35915,880
兵庫,15619,193028,1833,72,13417,369
奈良,2932,66519,326,7,2570,36
和歌山,1024,20848,118,17,874,13
鳥取,198,33040,39,0,154,2
島根,250,11764,11,0,239,0
岡山,2285,47392,387,21,1750,17
広島,4664,107047,300,12,4237,89
山口,1169,45815,368,2,789,12
徳島,375,20824,99,1,263,13
香川,610,36139,153,1,443,14
愛媛,969,23059,166,4,786,17
高知,829,6805,40,5,776,13
福岡,15367,356547,2839,35,12358,170
佐賀,931,23222,177,2,761,4
長崎,1435,54579,268,1,1155,23
熊本,3284,51221,264,23,2714,59
大分,1093,60886,184,4,893,16
宮崎,1777,22039,255,8,1515,17
鹿児島,1556,53914,215,3,1341,18
沖縄,7270,120561,794,4,6391,90
(その他),149,-,0,-,149,-
合計,373460,6165475,55515,1032,312385,5360
