都道府県名,陽性者数 検査人数,,%
北海道,17010,307606,5.5%
青森,695,12951,5.4%
岩手,495,19489,2.5%
宮城,3319,47540,7.0%
秋田,253,6342,4.0%
山形,473,13706,3.5%
福島,1678,80564,2.1%
茨城,4543,22774,19.9%
栃木,3653,102263,3.6%
群馬,3701,72167,5.1%
埼玉,24094,435442,5.5%
千葉,21134,310216,6.8%
東京,96507,1278331,7.5%
神奈川,39159,479033,8.2%
新潟,868,36010,2.4%
富山,849,29646,2.9%
石川,1442,39478,3.7%
福井,504,25952,1.9%
山梨,898,14741,6.1%
長野,2239,78608,2.8%
岐阜,4088,100416,4.1%
静岡,4384,150870,2.9%
愛知,23141,300533,7.7%
三重,2100,42391,5.0%
滋賀,2057,53599,3.8%
京都,7963,123620,6.4%
大阪,42427,625938,6.8%
兵庫,15619,193028,8.1%
奈良,2932,66519,4.4%
和歌山,1024,20848,4.9%
鳥取,198,33040,0.6%
島根,250,11764,2.1%
岡山,2285,47392,4.8%
広島,4664,107047,4.4%
山口,1169,45815,2.6%
徳島,375,20824,1.8%
香川,610,36139,1.7%
愛媛,969,23059,4.2%
高知,829,6805,12.2%
福岡,15367,356547,4.3%
佐賀,931,23222,4.0%
長崎,1435,54579,2.6%
熊本,3284,51221,6.4%
大分,1093,60886,1.8%
宮崎,1777,22039,8.1%
鹿児島,1556,53914,2.9%
沖縄,7270,120561,6.0%
長崎船,149,0,-
合計,373460,6165475,6.1%
