都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,8274,143394,2850,23,5825,180
青 森,287,6569,16,2,265,6
岩手,183,9057,93,1,89,1
宮城,1181,18642,174,7,997,10
秋  田,90,3500,19,0,70,1
山形,122,7425,21,1,98,1
福島,496,39392,58,6,432,6
茨城,1508,16407,375,12,1112,21
栃木,619,53084,92,5,527,2
群馬,1177,35486,182,3,974,21
埼玉,8222,230760,1247,29,6836,139
千葉,6864,161405,892,11,5886,86
東京,40210,750084,3989,67,35733,488
神奈川,12327,249352,1346,59,10787,194
新潟,329,22133,101,0,228,0
富山,457,16966,23,0,408,26
石川,846,21792,13,0,783,50
福井,314,14585,28,0,275,11
山梨,336,13459,46,3,282,8
⾧野,691,30587,110,0,556,6
岐阜,1034,33315,163,1,857,14
静岡,1447,55546,474,5,963,10
愛知,9632,135512,1766,26,7751,115
三重,826,19848,184,7,635,7
滋賀,777,27370,83,1,685,9
京都,2585,64192,267,5,2281,37
大阪,19630,317766,3794,107,15507,310
兵庫,5314,93326,769,37,4465,80
奈良,1106,31912,197,6,898,11
和歌山,436,13187,78,8,345,6
鳥取,58,16327,5,0,52,0
島根,146,6772,5,0,141,0
岡山,583,19205,156,3,363,11
広島,785,34211,62,2,714,6
山口,381,17013,105,2,270,2
徳島,181,7809,11,1,163,9
香川,138,16739,17,0,119,2
愛媛,304,6862,149,4,149,6
高知,149,3752,3,0,142,4
福岡,5758,199025,311,5,5340,107
佐賀,307,9571,25,0,284,1
⾧崎,265,26776,18,0,247,3
熊本,1006,23727,65,6,914,13
大分,273,27113,80,0,190,3
宮崎,477,9431,93,2,384,1
鹿児島,612,27152,41,1,571,13
沖縄,4247,72029,396,4,3788,68
(その他),149,-,0,-,149,-
合計,143139,3159567,20992,462,120530,2105
