都道府県名,陽性者数 検査人数,,%
北海道,5285,106601,5.0%
青森,278,6157,4.5%
,69,6312,1.1%
宮城,983,16285,6.0%
秋田,73,2695,2.7%
山形,97,6999,1.4%
福島,435,35161,1.2%
茨城,967,14703,6.6%
栃木,516,48508,1.1%
群馬,956,32842,2.9%
埼玉,6821,206881,3.3%
千葉,5781,143246,4.0%
東京,34751,664117,5.2%
神奈川,10155,220848,4.6%
新潟,226,19699,1.1%
富山,425,15777,2.7%
石川,830,19731,4.2%
福井,272,12253,2.2%
山梨,275,12472,2.2%
⾧野,461,25663,1.8%
岐阜,809,29309,2.8%
静岡,822,48055,1.7%
,7599,114475,6.6%
三重,620,17127,3.6%
滋賀,663,14966,4.4%
京都,2222,55975,4.0%
大阪,15421,270847,5.7%
,3895,77289,5.0%
奈良,844,27245,3.1%
和歌山,326,11245,2.9%
鳥取,52,6090,0.9%
島根,141,6354,2.2%
岡山,396,14762,2.7%
広島,694,29759,2.3%
山口,266,12510,2.1%
徳島,171,7659,2.2%
香川,114,14905,0.8%
愛媛,129,4625,2.8%
高知,144,3690,3.9%
,5379,179855,3.0%
佐賀,278,8048,3.5%
⾧崎,249,24603,1.0%
熊本,903,21470,4.2%
大分,164,23081,0.7%
宮崎,373,8829,4.2%
鹿児島,554,24653,2.2%
沖縄,3741,65248,5.7%
⾧崎船,149,0,-
合計,116774,2739624,4.3%
