都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,5285,106601,1719,18,3442,124
青 森,278,6157,35,2,237,6
岩手,69,6312,40,0,29,0
宮城,983,16285,186,3,789,8
秋  田,73,2695,7,1,65,0
山形,97,6999,12,0,84,1
福島,435,35161,39,3,390,6
茨城,967,14703,163,3,786,18
栃木,516,48508,26,4,490,1
群馬,956,32842,41,3,890,20
埼玉,6821,206881,766,12,5936,119
千葉,5781,143246,573,7,5124,84
東京,34751,664117,2804,38,31477,470
神奈川,10155,220848,878,28,9095,182
新潟,226,19699,42,0,184,0
富山,425,15777,1,0,398,26
石川,830,19731,13,0,768,49
福井,272,12253,15,0,246,11
山梨,275,12472,49,1,220,6
⾧野,461,25663,115,0,345,6
岐阜,809,29309,93,0,704,12
静岡,822,48055,133,2,687,2
愛知,7599,114475,1056,15,6443,100
三重,620,17127,49,4,564,7
滋賀,663,14966,82,0,572,9
京都,2222,55975,126,1,2065,31
大阪,15421,270847,1961,66,13180,261
兵庫,3895,77289,389,19,3434,72
奈良,844,27245,151,3,682,11
和歌山,326,11245,43,3,274,4
鳥取,52,6090,11,0,41,0
島根,141,6354,0,0,141,0
岡山,396,14762,79,1,259,10
広島,694,29759,29,1,658,5
山口,266,12510,49,1,214,2
徳島,171,7659,7,0,158,9
香川,114,14905,11,0,101,2
愛媛,129,4625,13,0,110,6
高知,144,3690,0,0,140,4
福岡,5379,179855,106,4,5169,104
佐賀,278,8048,12,0,267,1
⾧崎,249,24603,3,0,242,3
熊本,903,21470,54,4,815,9
大分,164,23081,3,0,158,3
宮崎,373,8829,3,1,370,1
鹿児島,554,24653,60,0,493,13
沖縄,3741,65248,311,3,3369,66
(その他),149,-,0,-,149,-
合計,116774,2739624,12358,251,102454,1884
